,datetime,video_id,video_title,upload_date,view_count,like_count,subscriber_count,comment_count
0,2021-12-22 20:13:23.598610,6ejdEewcouk,Kenny Rogers Christmas Songs 2022 🎄 Country Christmas Songs Of Kenny Rogers 🎄 Christmas Carol Music,2021-12-22,728,35,393000,3
1,2021-12-22 20:13:23.598610,FW8fN3OqzCY,Country Christmas Songs Of All Time 🎄 Country Carols Music Playlist 2022 🎄 Best Country Christmas,2021-12-21,1821,44,393000,2
2,2021-12-22 20:13:23.598610,TY9vIT-_QTM,Dolly Parton Christmas Full Album 🎄 Best Christmas Songs Of Dolly Parton,2021-12-20,1916,38,393000,2
3,2021-12-22 20:13:23.598610,NnwvVbd4oL8,Country Christmas Songs 2022 ⭐🎄 Country Carols Music Playlist 2022 ⭐🎄 Best Country Christmas Songs,2021-12-20,1598,26,393000,2
4,2021-12-22 20:13:23.598610,B6LOSPNR4fY,"Alan Jackson, Elvis Presley, Kenny Rogers Country Christmas Songs 🎄 Classic Country Christmas Songs",2021-12-19,2298,33,393000,1
5,2021-12-22 20:13:23.598610,Kq_H0bnwhJI,Beautiful Old Country Christmas Songs Ever Collection 🎄🎅 Merry Country Christmas Songs Playlist 2022,2021-12-19,2037,30,393000,1
6,2021-12-22 20:13:23.598610,vzDuqXbmHA0,Alan Jackson Christmas Songs Playlist 2022 🎄 Best Classic Country Christmas Songs of Alan Jackson,2021-12-18,2126,43,393000,2
7,2021-12-22 20:13:23.598610,bNl9HyAxbNI,"Kenny Rogers, Dolly Parton Country Christmas Songs 🎄 Best Country Christmas Carols",2021-12-18,3346,71,393000,3
8,2021-12-22 20:13:23.598610,rItio9P0ViA,Anne Murray Christmas Songs 2022 🎄 Anne Murray Christmas Carols ⛄🎄 Anne Murray Christmas Music 2022,2021-12-17,3755,41,393000,3
9,2021-12-22 20:13:23.598610,wI_4CIvLXfk,"Alan Jackson,Kenny Rogers,Willie Nelson,BobbyHelms,George Strait 🎄🎄Country Christmas Songs All Time",2021-12-17,3924,38,393000,2
10,2021-12-22 20:13:23.598610,xDGRcJE79Jo,New Year Songs 2022 🎉 Happy New Year Music 2022 🎉 Best Happy New Year Songs Playlist 2022,2021-12-17,1571,18,393000,0
11,2021-12-22 20:13:23.598610,Pzc9_XBsKLM,Classic Country Christmas Music Carol Songs 🎄 Merry Country Christmas Songs 🎄 Christmas Music 2022,2021-12-16,804,26,393000,0
12,2021-12-22 20:13:23.598610,qPuzZ1IIkno,Alan Jackson  Kenny Rogers Country Christmas Songs 🎄 Best Country Christmas Carols,2021-12-15,994,26,393000,1
13,2021-12-22 20:13:23.598610,4gHYn-B-LUQ,Top 100 Country Christmas Songs 🎄 Best Country Christmas Carol Music 🎄 Country Christmas Music 2022,2021-12-14,15047,82,393000,2
14,2021-12-22 20:13:23.598610,xpFO7QxZrmY,Kenny Rogers Christmas Full Album 🎄 Best Christmas Songs Of Kenny Rogers,2021-12-13,13997,147,393000,4
15,2021-12-22 20:13:23.598610,ABlZt6EJs8o,Best Country Christmas Songs all time - Top Classic Country Christmas Songs Carols Playlist 2022,2021-12-13,7300,38,393000,0
16,2021-12-22 20:13:23.598610,DrIhXlWbntU,Merry Country Christmas Songs 🎄🌟 Classic Country Christmas Carols Playlist 🎄🌟 Christmas Music 2022,2021-12-12,6861,88,393000,4
17,2021-12-22 20:13:23.598610,hm26A0PEjCA,"Kenny Rogers,Don Williams,John Denver Country Christmas Songs 🎄 Classic Country Christmas Songs 2022",2021-12-11,4160,52,393000,5
18,2021-12-22 20:13:23.598610,N7t18v46Usc,Dolly Parton  Anne Murray Country Songs 🎄 Classic Country Christmas Songs 2022,2021-12-10,11450,70,393000,3
19,2021-12-22 20:13:23.598610,ZW9nGn3Xyoc,"Country Christmas Songs Of All Time 🎄 Alan Jackson, Dolly Parton, Willie Nelson, Don Williams",2021-12-09,5945,57,393000,5
20,2021-12-22 20:13:23.598610,19lT29GBxb4,Alan Jackson Christmas Songs 🎄 Best Christmas Country Songs By Greatest Singers,2021-12-08,3976,44,393000,3
21,2021-12-22 20:13:23.598610,T0q-Ms574R4,Beautiful Old Country Christmas Songs Ever Collection 🎄 Merry Country Christmas Songs Playlist 2022,2021-12-07,13308,69,393000,2
22,2021-12-22 20:13:23.598610,naFHBJuKdfs,Top Country Christmas Songs 2022 - Best Country Christmas Music Playlist 2022,2021-12-07,14587,49,393000,0
23,2021-12-22 20:13:23.598610,5Bq_NppydCU,Greates Hits Oldies Classic Country Songs - Best Classic Country Music Of All Time - Country Songs,2021-12-07,4970,28,393000,0
24,2021-12-22 20:13:23.598610,DVHPv0xzltI,Music Of All Time - Best Roadtrip Country Songs - Country Music Collection - Country Songs,2021-12-07,3325,24,393000,0
25,2021-12-22 20:13:23.598610,Vr_Es4Xg5VY,Relaxing Country Songs 2021 - Best Of Slow Country Songs Greatest Hits,2021-12-07,6422,43,393000,0
26,2021-12-22 20:13:23.598610,ArMj6lMXkCA,Top 50 Country Christmas Songs of All Time 🎄Country Christmas Music Playlist 🎄Country Christmas 2022,2021-12-06,665,27,393000,1
27,2021-12-22 20:13:23.598610,rVKif66QguU,Alan Jackson  Anne Murray Christmas Songs Playlist 🎄 Best Country Christmas Songs 2022,2021-12-05,752,28,393000,2
28,2021-12-22 20:13:23.598610,nvVOPWuTMSg,Best Relaxing old Country Songs Collection - Top100 Old Country Songs Playlist - Country Music,2021-12-04,443,21,393000,4
29,2021-12-22 20:13:23.598610,ttkGMmLSUvU,"Country Christmas Songs Of All Time 🎄 Kenny Rogers,Alan Jackson,Dolly Parton,Anne Murray,John Denver",2021-12-03,1413,37,393000,2
30,2021-12-22 20:13:23.598610,mws97qas7t8,"Kenny Rogers, Dolly Parton Country Christmas Songs 🎄 Best Country Christmas Carols",2021-12-02,2125,54,393000,1
31,2021-12-22 20:13:23.598610,vNhZkucrozw,"Dolly Parton,Reba McEntire,Anne Murray,Loretta Lynn Greatest Hits - Female Country Songs Collection",2021-12-01,1022,31,393000,4
32,2021-12-22 20:13:23.598610,ihlAaL8WvmM,Alan Jackson Christmas Songs Playlist 2022 - Best Classic Country Christmas Songs of Alan Jackson,2021-11-30,19985,154,393000,4
33,2021-12-22 20:13:23.598610,-uV4VN7q6xE,Dolly Parton  Anne Murray Christmas Songs Playlist - Best Country Christmas Songs 2021,2021-11-29,7097,74,393000,2
34,2021-12-22 20:13:23.598610,w35wP198OTU,Kenny Rogers Greatest Hits - Top 20 Best Songs Of Kenny Rogers - R.I.P Kenny Rogers (1938 - 2020),2021-11-28,1130,60,393000,3
35,2021-12-22 20:13:23.598610,wuw9YOtENyQ,"Country Christmas Songs Of All Time 🎄 Kenny Rogers, Alan Jackson, Dolly Parton, Anne Murray",2021-11-27,4225,50,393000,2
36,2021-12-22 20:13:23.598610,R3YuwSr2v7Y,Best Country Christmas Songs All Time 🌟 Top Classic Country Christmas Songs Carols Playlist 2022,2021-11-26,2509,48,393000,3
37,2021-12-22 20:13:23.598610,z5pvYOeDgdQ,Anne Murray Greatest Hits -  Top 20 Best Songs Of Anne Murray - Anne Murray Country Songs 2021,2021-11-25,653,19,393000,4
38,2021-12-22 20:13:23.598610,qWIHuOs9Uy8,Country Christmas Songs 2022 ♥♥ Country Carols Music Playlist ♥♥ Best Country Christmas Songs,2021-11-24,1917,33,393000,1
39,2021-12-22 20:13:23.598610,Xpxo5_8tLzY,Top 50 Country Christmas Songs of All Time 🎄 Country Christmas Music Playlist 🎄 Country Christmas,2021-11-23,1596,43,393000,2
40,2021-12-22 20:13:23.598610,ZQTzHldnop0,"Kenny Rogers, John Denver, Alan Jackson ,George Strait Greatest Hits - Top 100 Classic Country Songs",2021-11-22,747,22,393000,1
41,2021-12-22 20:13:23.598610,UMq35OkPjb8,Country Christmas Songs Ever 🎄 Country Christmas Music Playlist 🎄 Best Christmas Songs 2021,2021-11-21,1272,31,393000,1
42,2021-12-22 20:13:23.598610,kn5ybViJyRk,Anne Murray Christmas Full Album 🎄🎄 Anne Murray Christmas Songs 2022,2021-11-20,1730,34,393000,4
43,2021-12-22 20:13:23.598610,nTpEtUc4Rhw,Best Old Country Christmas Songs Of All Time 🌲 Classic Country Christmas Music Playlist,2021-11-19,1113,23,393000,1
44,2021-12-22 20:13:23.598610,YjjOUF7CX-0,80s 90s Best Old Country Songs Playlist - Classic Country Songs Of All Time - Old Country Music,2021-11-18,440,16,393000,3
45,2021-12-22 20:13:23.598610,EQIMPWTSrdU,Merry Country Christmas Songs 🎄 Classic Country Christmas Carols Playlist 🎄 Christmas Music 2022,2021-11-17,815,34,393000,1
46,2021-12-22 20:13:23.598610,_LCsl2eJNbk,"Kenny Rogers, Dolly Parton Country Christmas Songs 🎄 Best Country Christmas Carols",2021-11-16,1433,32,393000,1
47,2021-12-22 20:13:23.598610,qxFDCrM0Uoc,Classic Country Christmas Music🌲Best Country Christmas Songs Of All Time🌲Christmas Carol Country,2021-11-15,1061,33,393000,3
48,2021-12-22 20:13:23.598610,BcWGFWbM0zU,Country Christmas Songs 2022 🌲 Country Carols Music Playlist 🌲 Best Country Christmas Songs,2021-11-13,983,31,393000,4
49,2021-12-22 20:13:23.598610,VYJNoFqTmUw,Country Christmas Songs of All Time 🎄 Country Christmas Music Playlist 🎄 Country Christmas 2022,2021-11-12,904,29,393000,6
50,2021-12-22 20:13:27.440297,xWBbevGg78Y,Country Christmas Songs Ever 🎄 Country Christmas Music Playlist 🎁 Best Christmas Songs 2021,2021-11-11,931,40,393000,0
51,2021-12-22 20:13:27.440297,CNdMxcKwEtk,Greatest Hits Classic Country Songs Of All Time 🤠 The Best Of Old Country Songs Playlist Ever,2021-11-10,782,20,393000,2
52,2021-12-22 20:13:27.440297,8Kd6aT8Dd9c,Country Christmas Songs Of All Time 🎄 Country Carols Music Playlist 2021 🎄 Best Country Christmas,2021-11-09,855,30,393000,1
53,2021-12-22 20:13:27.440297,rm-WeZtBK3U,Greatest Hits Country Songs By Singers - Top Hits Old Country Songs Of All Time For Relaxing,2021-11-07,1042,44,393000,0
54,2021-12-22 20:13:27.440297,tUvwD0fdPCA,"Top 100 Classic Country Songs Of 60s,70s, 80s  - Greatest Old Country Music Of All Time Ever",2021-11-05,778,18,393000,2
55,2021-12-22 20:13:27.440297,89PNDUkzRAY,Best Relaxing old Country Songs Collection - Top 100 Old Country Songs Playlist - Country Music,2021-11-04,615,24,393000,2
56,2021-12-22 20:13:27.440297,TPUyrKhMwuo,Greatest Hits Country Music Of All Time - Country Songs - Alan Jackson  George Strait,2021-11-02,543,20,393000,2
57,2021-12-22 20:13:27.440297,ViHCtPd4cAg,John Denver Greatest Hits  - Top 20 Best Songs Of John Denver - John Denver Country Songs 2021,2021-11-01,856,35,393000,1
58,2021-12-22 20:13:27.440297,oTAXqo-z8iw,Top 100 Old Country Songs Of All Time - Best Old Country Country Music - Classic Country songs,2021-10-31,830,48,393000,3
59,2021-12-22 20:13:27.440297,d_i_TV_IwcQ,Merry Country Christmas Songs 🌲 Classic Country Christmas Carols Playlist 🌲 Christmas Music 2022,2021-10-31,877,32,393000,1
60,2021-12-22 20:13:27.440297,4oYHdjM58Gg,"Dolly Parton, Kenny Rogers Best Duet ♡ Country Duets Male and Female ♡ Country Love Songs 2021",2021-10-30,881,31,393000,2
61,2021-12-22 20:13:27.440297,f7if-5cLNh8,Greatest Old Country Gospel Songs Of All Time - Best Classic Country Songs Playlist,2021-10-29,822,29,393000,1
62,2021-12-22 20:13:27.440297,IJ9B-4zofYE,"The Best Of Country Songs - Old Country Music Collection - John Denver, Kenny Rogers, Alan Jackson",2021-10-28,1024,24,393000,1
63,2021-12-22 20:13:27.440297,cbkzxm7_LqQ,Top 50 Best Old Country Songs Of All Time - Best Classic Country Songs - Old Country Music Playlist,2021-10-28,756,28,393000,1
64,2021-12-22 20:13:27.440297,yOQasrLtObQ,Top 100 Country Christmas Songs 🎄 Best Country Christmas Carol Music 🎄 Country Christmas Music 2022,2021-10-27,535,27,393000,0
65,2021-12-22 20:13:27.440297,1Z3cGRDotQM,Willie Nelson Greatest Hits 2021 - Best Of Willie Nelson - Willie Nelson Top Songs Collection,2021-10-27,899,48,393000,1
66,2021-12-22 20:13:27.440297,_H3x2nO0PEw,Best Slow Country Songs Of All Time - Top Greatest Old Classic Country Songs Collection,2021-10-26,317,13,393000,1
67,2021-12-22 20:13:27.440297,YgmAZ8xjZzM,"Anne Murray,Dolly Parton,Reba McEntire,Loretta Lynn Greatest Hits - Country Songs By Female Singers",2021-10-26,1081,47,393000,0
68,2021-12-22 20:13:27.440297,ERRv4cCnlO8,Classic Country Best Songs Ever - Top Country Music For Relaxing - Classic Country Songs,2021-10-25,325,7,393000,1
69,2021-12-22 20:13:27.440297,sT3trhKEIWo,Best Songs Of Don Williams -  Don Williams Greatest Hits 2021 -  Don Williams Country Music Hits,2021-10-25,911,40,393000,0
70,2021-12-22 20:13:27.440297,T_Zd6C_v6RY,Country Christmas Songs 2022 ❄️ Country Carols Music Playlist 2022 ❄️ Best Country Christmas Songs,2021-10-24,649,34,393000,0
71,2021-12-22 20:13:27.440297,7v6YYWrR1hM,Top 50 Best Old Country Songs Of All Time | Best Classic Country Songs | Old Country Music Playlist,2021-10-23,490,10,393000,1
72,2021-12-22 20:13:27.440297,CmvqI9qzvmg,The Best Of Country Songs Of All Time 🤠 Top 100 Greatest Old Country Music Collection,2021-10-23,943,37,393000,0
73,2021-12-22 20:13:27.440297,vJq4RslzCCY,Best Classic Country Songs Of 80s 90s - Greatest Country Music Of 80s 90s - Top Old Country Songs,2021-10-22,581,17,393000,2
74,2021-12-22 20:13:27.440297,zds_T2ZiwQY,Alan Jackson Greatest Hits Full Album - Best Old Country Songs All Of Time - Best Songs Alan Jackson,2021-10-22,994,43,393000,3
75,2021-12-22 20:13:27.440297,gvMKWniSid8,Greatest Hits Classic Country Songs Of All Time - The Best Of Old Country Songs Playlist Ever,2021-10-21,467,13,393000,1
76,2021-12-22 20:13:27.440297,gwNemFXF43g,1970 Best Old Country Songs Of All Time - Old Country Music Collection - Old Country Songs,2021-10-21,785,35,393000,2
77,2021-12-22 20:13:27.440297,aY_ergGmr90,Dolly Parton  Kenny Rogers Christmas Songs Full Album 🎄🎄 Best Country Christmas Songs 2021 Medley,2021-10-20,1061,26,393000,0
78,2021-12-22 20:13:27.440297,_P8TzGbF-us,Best Classic Country Songs of 70&#39;s 80&#39;s 90&#39;s - 70&#39;s 80&#39;s 90&#39;s Old Country Music Playlist Best Songs,2021-10-19,420,12,393000,0
79,2021-12-22 20:13:27.440297,T_X2TEBCZIg,Best Classic Country Songs By Male Singers - Greatest Hits Classic Country Songs Of All Time,2021-10-19,709,32,393000,0
80,2021-12-22 20:13:27.440297,0Y8V-NXyDtM,Charley Pride Greatest Hits - Top 20 Best Songs Of Charley Pride - Charley Pride Country Music,2021-10-18,519,14,393000,1
81,2021-12-22 20:13:27.440297,alY23DZ7n7M,Top 100 Best Classic Country Songs Of All Time - Most Popular Classic Country Songs Ever,2021-10-18,899,39,393000,0
82,2021-12-22 20:13:27.440297,LqxEQv_8Fx0,Female Country Singers Of The 70&#39;s 80&#39;s 90&#39;s - Country Music Best Ever - Female Country Songs 2021,2021-10-17,676,33,393000,1
83,2021-12-22 20:13:27.440297,hH-yP3RQ8NU,70s 80s Best Old Country Songs By World Greatest Country Singers - Best Old Country Songs,2021-10-17,424,14,393000,2
84,2021-12-22 20:13:27.440297,N-m4MRvyRS4,Kenny Rogers Greatest Hits - Kenny Rogers Best Songs 2021 - Kenny Rogers Playlist Full Album,2021-10-16,818,33,393000,2
85,2021-12-22 20:13:27.440297,ME2DvFeusl4,"Anne Murray, Dolly Parton Classic Country Music Greatest Hits - Female Country Singers Legends",2021-10-16,1159,45,393000,1
86,2021-12-22 20:13:27.440297,o-y72pziHu0,"Conway Twitty, Charley Pride, Don Williams Best Songs - Country Classic Songs Of The 60&#39;s, 70&#39;s, 80&#39;",2021-10-15,523,13,393000,0
87,2021-12-22 20:13:27.440297,rscp3l2_5cM,Best Old Country Song Of All Time - Classic Country Songs Of All Time - Old Country Music Collection,2021-10-15,503,18,393000,0
88,2021-12-22 20:13:27.440297,NIx3-4mAI2Y,Country Christmas Songs 2022 ❄ The Best Classic Country ❄ Modern Christmas Songs Playlist,2021-10-14,725,15,393000,0
89,2021-12-22 20:13:27.440297,ye1SeIAh2Qw,Best Old Country Songs For Relaxing - Old Country Music Best Songs Ever - Music Of All Time,2021-10-14,849,42,393000,0
90,2021-12-22 20:13:27.440297,dIWZpKj70Hs,Best Slow Country Songs Of All Time - Top Greatest Old Classic Country Songs Collection,2021-10-13,425,16,393000,0
91,2021-12-22 20:13:27.440297,tD1iuuo7mtE,Greatest Hits Classic Country Songs Of All Time - The Best Of Old Country Songs Playlist Ever,2021-10-12,324,9,393000,2
92,2021-12-22 20:13:27.440297,3iqrDZgt1xc,"Kenny Rogers,Don Williams,Willie Nelson,Conway Twitty Greatest Hits - Best Country Songs All Of Time",2021-10-12,1440,59,393000,1
93,2021-12-22 20:13:27.440297,jVmwkIHWvWA,Greatest Hits Country Music Of All Time - Country Songs -  Don Williams  Willie Nelson,2021-10-11,948,52,393000,3
94,2021-12-22 20:13:27.440297,G7E5TLlTttE,"Kenny Rogers,George Strait,Alan Jackson,John Denver Best Songs - Top 100 Country Music Hits Playlist",2021-10-10,493,23,393000,2
95,2021-12-22 20:13:27.440297,xucojGolstI,Country Christmas Songs Of All Time 🎄 Country Carols Music Playlist 2021 🎄 Best Country Christmas,2021-10-10,573,22,393000,2
96,2021-12-22 20:13:27.440297,vf656T80L2I,Classic Country Songs For Relaxing - Top 100 Classic Country Music Collection - Old Country Music,2021-10-09,371,8,393000,1
97,2021-12-22 20:13:27.440297,3-N3meAqQsc,George Strait Greatest Hits - Best Songs Of George Strait - George Strait Playlist Country Songs,2021-10-09,882,38,393000,2
98,2021-12-22 20:13:27.440297,C3UlWoMQMJs,Greatest Hits Old Country Songs Of 70s 80s 90s -Classic Country Songs Of All Time -Old Country Music,2021-10-08,268,11,393000,1
99,2021-12-22 20:13:27.440297,rMZeR2Aa3m4,"Kenny Rogers, Alan Jackson Greatest Hits - Best Country Songs 70s, 80s, 90s - Old Country Music",2021-10-08,1031,38,393000,0
100,2021-12-22 20:13:31.039809,XCi5G-Wf9-Q,Top 100 Classic Country Music Collection - Classic Country Songs For Relaxing - Old Country Music,2021-10-07,482,14,393000,2
101,2021-12-22 20:13:31.039809,BKIlG4cDC9w,"Conway Twitty, Loretta Lynn Greatest Hits - Conway Twitty, Loretta Lynn Best Country Love Songs",2021-10-07,1026,34,393000,0
102,2021-12-22 20:13:31.039809,50hETgT5LrA,Merry Country Christmas Songs - Classic Country Christmas Carols Playlist - Christmas Music 2022,2021-10-06,564,28,393000,4
103,2021-12-22 20:13:31.039809,PJJTk-oAT5I,Anne Murray Greatest Hits - Best Country Songs Of Anne Murray - Anne Murray Love Songs Collection,2021-10-06,1772,59,393000,1
104,2021-12-22 20:13:31.039809,bKJB-vIMfkE,Old Country Songs By World&#39;s Greatest Country Singer - Top 100 Greatest Hits Country Songs By Singer,2021-10-05,568,16,393000,2
105,2021-12-22 20:13:31.039809,ltB_LYx-Tfw,"Take Me Home, Country Roads Classic Country Best Songs | Best Classic Country Song Roadtrip Playlist",2021-10-04,388,19,393000,0
106,2021-12-22 20:13:31.039809,RHNcF7ZumV0,"Alan Jackson, George Strait, Garth Brooks Greatest Hits - Best Classic Country Songs of All Time",2021-10-03,514,40,393000,0
107,2021-12-22 20:13:31.039809,RioAYt942Ms,Top 100 Country Christmas Songs 🎄 Best Country Christmas Carol Music 🎄 Country Christmas Music 2022,2021-10-03,84448,478,393000,15
108,2021-12-22 20:13:31.039809,FoBUtU2dSTY,Conway Twitty Greatest Hits 2021 - Top 100 Conway Twitty Songs Playlist - Conway Twitty Best Songs,2021-10-02,551,13,393000,0
109,2021-12-22 20:13:31.039809,qyGUhTPjBao,Top 50 Old Country Songs Of All Time - Best Old Country Country Music - Classic Country songs,2021-10-02,836,42,393000,2
110,2021-12-22 20:13:31.039809,0CeB81uYd_k,Best Old Country Song Of All Time - Classic Country Songs Of All Time - Old Country Music Collection,2021-10-01,379,17,393000,0
111,2021-12-22 20:13:31.039809,pcSaUOI8nWw,Best Male Country Songs Of All Time - Greatest Hits Country Music For Male Ever,2021-10-01,692,26,393000,0
112,2021-12-22 20:13:31.039809,D91KDPXvsNY,"Kenny Rogers,Alan Jackson,Don Williams,Dolly Parton,Willie Nelson - Best Classic Country Songs Ever",2021-09-30,653,21,393000,2
113,2021-12-22 20:13:31.039809,acL3bAMhzMs,Don Williams Greatest Hits 2021 - Best Songs Of Don Williams - Don Williams Collection,2021-09-30,1010,47,393000,2
114,2021-12-22 20:13:31.039809,TwIKMRn6j3w,Country Christmas Songs 2022 ❄️ Country Carols Music Playlist 2022 ❄️ Best Country Christmas Songs,2021-09-29,237879,980,393000,42
115,2021-12-22 20:13:31.039809,3UeZzZrh6MQ,Kenny Rogers Greatest Hits - Best Songs Of Kenny Rogers - Kenny Rogers Playlist Country Songs,2021-09-28,855,29,393000,0
116,2021-12-22 20:13:31.039809,Cdr6CHFALJY,"Anne Murray,Dolly Parton,Reba McEntire,Loretta Lynn Greatest Hits - Country Songs By Female Singers",2021-09-27,1694,55,393000,1
117,2021-12-22 20:13:31.039809,jiYTPlJutqM,Top 50 Old Country Songs Of All Time - Best Old Country Country Music - Classic Country songs,2021-09-27,477,20,393000,1
118,2021-12-22 20:13:31.039809,bzCJPzfb4xo,Old Country Songs For Relaxing - Most Pupular Relaxing songs Of Country Music - Best Country Songs,2021-09-26,458,46,393000,1
119,2021-12-22 20:13:31.039809,foQf9F_iMjE,Country Drinking Songs 🤠 Greatest Hit Classic Country Music Collection 🤠 Best Old Country Songs,2021-09-26,377,14,393000,2
120,2021-12-22 20:13:31.039809,FQpa16rM3eQ,Best Old Country Songs Of 70s 80s 90s - Top 100 Best Classic Country Songs Ever,2021-09-25,493,22,393000,0
121,2021-12-22 20:13:31.039809,qsPMLMdKGEM,Top 50 Country Christmas Songs of All Time 🎄 Country Christmas Music Playlist 🎄 Country Christmas,2021-09-24,16416,123,393000,10
122,2021-12-22 20:13:31.039809,22CpnPZEhmk,Best Old Country Music Love Songs Of All Time - Country Music Love Songs Playlist,2021-09-24,762,26,393000,0
123,2021-12-22 20:13:31.039809,dcNzSwFdclw,Country Music Best Of All Time By John Denver  - John Denver Greatest Hits Country Singers,2021-09-23,412,9,393000,1
124,2021-12-22 20:13:31.039809,mot_koRljpQ,Greatest Classic Country Songs By Greatest Country Singers - Best Country Music Of 60s 70s 80s 90s,2021-09-23,742,27,393000,2
125,2021-12-22 20:13:31.039809,F6dLLu1vyKg,Best Classic Country Songs Of All Time - Old Country Music Collection - Old Country Songs,2021-09-22,332,11,393000,0
126,2021-12-22 20:13:31.039809,nqt4S7suTgE,Kenny Rogers and Dolly Parton Gretaets Hits - Best Country Love Songs 70&#39;s 80&#39;s -Country Duets Songs,2021-09-22,1294,39,393000,1
127,2021-12-22 20:13:31.039809,TqSlFuGoTRI,"Conway Twitty, Charley Pride, Don Williams Best Songs - Country Classic Songs Of The 60&#39;s 70&#39;s 80&#39;s",2021-09-21,387,9,393000,0
128,2021-12-22 20:13:31.039809,ePowzmmTZx4,Best Old Country Song Of All Time - Classic Country Songs Of All Time - Old Country Music Collection,2021-09-20,457,14,393000,2
129,2021-12-22 20:13:31.039809,e2hCSZLMF2g,Best Classic Country Songs Of 1960s - Greatest 60s Country Music - Top Old Country Songs,2021-09-20,1915,43,393000,0
130,2021-12-22 20:13:31.039809,pOPeXMQWMvI,Dolly Parton  Anne Murray Christmas Songs Full Album🎄🎄 Best Country Christmas Songs 2021 Medley,2021-09-19,55206,301,393000,28
131,2021-12-22 20:13:31.039809,jQA4cNwO9Hw,1990 Best Classic Country Songs Of All Time - Old Country Music Collection - Old Country Songs,2021-09-19,631,25,393000,3
132,2021-12-22 20:13:31.039809,TioaVi7E9r0,"Greatest Hits Classic Country Songs - Kenny Rogers, Alan Jackson, Don Williams, Willie Nelson",2021-09-18,727,23,393000,2
133,2021-12-22 20:13:31.039809,WD5_-GPJ8oM,Classic Country Songs For Relaxing - Top 100 Classic Country Music Collection - Old Country Music,2021-09-18,732,30,393000,1
134,2021-12-22 20:13:31.039809,7TkPTSsbgO8,Relaxing Country Songs 2021 - Best Of Slow Country Songs Greatest Hits - Best Old Country Music,2021-09-17,405,16,393000,0
135,2021-12-22 20:13:31.039809,ZkvyondwHAE,"Don Williams, Willie Nelson Best Songs - Classic Country Songs Of 50&#39;s 60&#39;s - Country Music Hits",2021-09-17,1268,28,393000,0
136,2021-12-22 20:13:31.039809,uChpEqyAOtA,Country Christmas Songs Of All Time 🎄 Country Carols Music Playlist 2021 🎄 Best Country Christmas,2021-09-16,41438,206,393000,2
137,2021-12-22 20:13:31.039809,uNWydWZ9e1Y,"Kenny Rogers, Alan Jackson, John Denver Best Songs - Best Classic Country Songs By Males",2021-09-16,1107,43,393000,0
138,2021-12-22 20:13:31.039809,vk5ZPcO7p4o,Best Classic Country Songs Of 70s 80s - Best Old Country Colection Of All Time - Old Country Music,2021-09-15,421,15,393000,0
139,2021-12-22 20:13:31.039809,u2onLv_HpCk,Best Classic Country Songs By Male Singers - Greatest Hits Classic Country Songs Of All Time,2021-09-15,738,38,393000,3
140,2021-12-22 20:13:31.039809,x-7FyrjsSS0,Best Bluegrass Country Songs Of All Time - Greatest Country Music Bluegrass Playlist,2021-09-14,410,16,393000,0
141,2021-12-22 20:13:31.039809,RcM_-tVpEqY,Dolly Parton Greatest Hits - Dolly Parton Best Songs - Dolly Parton Playlist 2021,2021-09-14,1582,46,393000,2
142,2021-12-22 20:13:31.039809,Z7EoNDRkRbo,Greatest Classic Country Songs By Greatest Country Singers - Best Country Music Of 60s 70s 80s 90s,2021-09-13,392,9,393000,1
143,2021-12-22 20:13:31.039809,97M2HnhRb1c,Old Country Songs For Roadtrip - Most Pupular Roadtrip songs Of Country Music - Best Country Songs,2021-09-13,861,33,393000,0
144,2021-12-22 20:13:31.039809,fAGjJ5wOWA8,"Conway Twitty, Charley Pride, Don Williams Greatest Hits - Country Classic Songs Of The 60&#39;s 70&#39;s 80",2021-09-12,838,52,393000,3
145,2021-12-22 20:13:31.039809,Odq_J2ttw7Y,Country Christmas Songs 2022 🎄 Country Carols Music Playlist 2022 🎄 Best Country Christmas Songs,2021-09-12,12771,93,393000,1
146,2021-12-22 20:13:31.039809,kmRrsNtvc1M,Kenny Rogers Greatest Hits Playlist - Best Songs Of Kenny Rogers 2021- Kenny Rogers (1938-2020),2021-09-11,1014,38,393000,3
147,2021-12-22 20:13:31.039809,nVbTftZGVLs,80s 90s Best Old Country Songs Playlist - Classic Country Songs Of All Time - Old Country Music,2021-09-11,1163,37,393000,2
148,2021-12-22 20:13:31.039809,sA-z-ZP0yME,Best Oldies Country Songs Of All Time - Greatest Hits Country Music For Male Ever,2021-09-10,511,21,393000,2
149,2021-12-22 20:13:31.039809,_F3zR58cuCc,"Conway Twitty, Loretta Lynn Greatest Hits - Best Classic Country Great Duets Male and Female Singers",2021-09-10,974,47,393000,3
150,2021-12-22 20:13:34.605894,rDtaCTa9J1s,"Alan jackson, Kenny Rogers Greatest Hits - Top Classic Country Songs Of All Time",2021-09-09,653,13,393000,0
151,2021-12-22 20:13:34.605894,ZMy3kNmXPDg,Classic Country Songs Of All Time - Top 100 Country Music Collection - Country Songs,2021-09-09,887,32,393000,1
152,2021-12-22 20:13:34.605894,8C-uGAqiGes,Best Old Country Songs Of 70s 80s 90s - Top 100 Best Classic Country Songs Ever,2021-09-08,673,16,393000,0
