video_id,upload_days,title,description,tags,duration,subscriber_count,view22,like_22,comment_22,view_inc_23,view_inc_24_noon,view_inc_24_night,view_inc_25_noon,view_inc_25_night,like_inc_23,like_inc_24_noon,like_inc_24_night,like_inc_25_noon,like_inc_25_night,comment_inc_23,comment_inc_24_noon,comment_inc_24_night,comment_inc_25_noon,comment_inc_25_night,like_26,comment_26,view_26
qxoXvn2l2gA,2676,0,0,0,58.083332,37500000,146237508,116117,0,5564,5027,2185,1926,2039,4,4,2,2,-1,0,0,0,0,0,116130,0,146258146
S-1H31p2BfM,1863,1,0,0,3.75,52400,108663,227,3,118,168,96,78,77,3,2,0,1,0,0,0,0,0,0,233,3,109284
GHUAhyVdyoM,1542,0,0,0,2.1166666,37500000,6326991,9794,0,6120,6677,2281,3759,2418,21,21,5,22,4,0,0,0,0,0,9905,0,6356673
PhTgCfn9474,1872,1,0,0,1.8666667,52400,942418,1113,12,4009,7829,3801,4000,2405,7,9,1,1,2,0,0,0,0,0,1134,12,966237
NlWFhVWjeO0,20,0,6,0,49.333332,0,26501,613,10,584,375,94,206,88,5,2,1,1,1,0,0,0,0,0,628,10,28254
yMEXQNvEszA,3167,0,0,0,4.0,3210000,5597716,38797,2370,663,1477,809,542,319,2,1,2,1,3,0,0,0,0,0,38808,2370,5601909
0tmfdi4_r4w,1505,1,6,7,4.483333,1710000,47539,205,9,89,94,49,47,32,1,0,1,0,0,0,0,0,0,0,207,9,47887
BM_Imj4Y5wE,1838,1,0,0,2.6666667,52400,16039,131,3,224,435,280,104,145,0,0,1,1,0,0,0,0,0,0,133,3,17349
NsX3tYbai1Q,1537,1,8,2,2.8833334,1710000,3733971,19835,419,20943,23429,11580,10661,7026,173,135,81,68,47,0,0,0,0,0,20416,419,3818977
HOcCGGtYcXU,1131,1,0,0,243.75,3410000,234179,1879,39,43,59,31,19,6,0,0,0,0,0,0,0,0,0,0,1879,39,234373
ZFSR0x9AvZo,2564,0,0,1,0.33333334,3210000,56391,1794,96,22,21,12,10,12,1,2,2,0,1,0,0,0,0,0,1801,96,56494
Bvnl0D4w6Mo,1087,0,0,0,2.35,37500000,23646373,47588,0,205165,188868,41509,95893,52740,941,971,241,590,196,0,0,0,0,0,51257,0,24386350
8q3Dzq__1ho,24,1,9,3,2.4666667,1710000,30109,292,38,1061,1409,539,532,381,4,5,2,2,2,0,0,0,1,0,310,39,34502
1LfuBZqXa-4,37,1,2,10,3.7166667,3210000,3250368,44266,913,108362,161499,65300,61609,37023,415,443,156,171,105,7,16,1,2,0,45693,940,3724543
-a2H8sNa1W0,41,2,0,5,485.0,3410000,332165,3760,68,11564,12237,4245,5313,1951,90,79,20,26,24,2,4,0,0,0,4037,74,372840
22CpnPZEhmk,93,0,0,0,502.43332,393000,762,26,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,767
gxubxGnLEmE,1128,1,9,15,12.983334,1710000,327851,1732,121,434,518,253,242,84,7,5,6,2,0,0,1,4,1,0,1752,127,329529
vzfDxDEaFJg,191,0,0,0,489.21667,393000,1059,36,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,1,1059
NBLnevQ9yKU,1136,0,1,0,3.2166667,52400,49252,72,4,780,1878,1369,600,521,1,1,0,0,0,0,0,1,0,0,75,5,54791
jSOj6nSSmS0,93,3,6,20,70.85,0,273,5,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,277
q1bs8ed0hK8,1123,0,0,0,2.45,3210000,147688,2193,97,29,26,9,10,4,1,0,0,0,0,0,0,0,0,0,2194,97,147790
G3V52-msD-w,362,1,54,13,75.8,100000,29885,354,31,9,9,2,9,1,0,0,0,0,0,0,0,0,0,0,354,31,29922
qxhshfZ4POo,52,2,18,21,224.13333,0,162263,646,22,4662,8933,2586,2160,597,10,31,15,8,4,0,-1,0,0,0,719,21,183417
h0ghQjfY-Qo,4,2,7,20,64.53333,1710000,9431,166,23,17417,10721,2791,1825,728,99,47,9,15,2,13,2,0,1,1,338,40,43755
-xss9yk_rAY,50,3,14,18,152.31667,413000,50980,455,40,1089,1433,625,499,326,1,4,1,3,1,1,0,0,0,0,466,41,55222
eijYAb1EHrk,390,3,27,18,80.55,413000,640861,4803,212,7071,17270,12265,13864,3910,75,164,140,110,18,0,8,6,4,1,5354,233,699991
e0aB2WURFdA,149,0,0,0,60.65,37500000,553033,1702,0,961,1212,433,422,354,0,2,0,1,2,0,0,0,0,0,1707,0,557232
3NZnBPmdY-U,493,0,0,0,78.51667,100000,1368,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,1368
KgL_nhLmKCI,1123,0,0,0,1.6333333,3210000,63904,1492,68,11,10,11,5,3,2,0,0,0,0,0,0,0,0,0,1494,68,63955
XbIOVJTAmJg,1105,2,13,0,4.8333335,37500000,6414633,22050,0,4188,3876,1178,1521,1114,20,22,5,7,-3,0,0,0,0,0,22110,0,6429963
pxJMkd7ibTk,472,3,52,21,76.45,100000,129804,1022,35,202,286,133,176,37,1,1,1,2,0,0,0,0,0,0,1028,35,130727
9eRKaDZQsOQ,1832,0,1,0,2.05,52400,52580,168,5,280,392,249,128,145,1,2,1,1,1,0,0,0,0,0,174,5,53916
dI3toQVr9e8,996,0,0,0,99.36667,3410000,5348884,36836,806,609,544,210,297,142,8,7,1,3,8,1,-1,0,0,0,36867,806,5351266
gZSglmGU2eo,164,0,0,0,2.05,37500000,6495501,32259,0,9292,9363,2270,4515,2866,15,22,3,15,3,0,0,0,0,0,32327,0,6532707
PnrIgrLW-dg,255,0,0,0,2.0166667,37500000,1251851,2539,0,1791,1397,587,384,539,3,3,0,0,-1,0,0,0,0,0,2544,0,1257841
xb380BSLPDc,81,0,0,0,0.0,149000,6423484,36285,0,71776,54998,20983,21009,16962,397,282,121,120,107,0,0,0,0,0,37668,0,6661211
xb380BSLPDc,81,0,0,0,0.0,149000,6424709,36292,0,70551,54998,20983,21009,16962,390,282,121,120,107,0,0,0,0,0,37668,0,6661211
fyzz2w2Q3zo,747,2,6,14,2.95,1710000,106394,419,36,1253,2101,803,723,345,7,3,2,0,0,0,0,0,0,0,432,36,112143
9Q7pnojsCew,1070,0,0,0,1.75,37500000,43296082,117952,0,26973,30905,6837,11209,8677,56,82,21,39,17,0,0,0,0,0,118229,0,43406708
cDyfSGmHwqY,2682,0,0,0,129.75,297000,2110976,10979,986,35,30,9,14,8,2,2,0,0,0,0,0,0,0,0,10982,986,2111089
Kq_VjMAoDvw,44,2,5,21,225.18333,0,451976,1426,42,10196,9052,2821,4164,2204,12,14,3,4,4,2,0,1,0,0,1470,45,486516
gp4nuG1CrLw,92,0,0,0,3.8,50700000,1680441,45168,1929,4911,4722,1885,1899,1479,49,50,17,14,9,0,1,0,0,0,45346,1930,1698675
B95vUu81gyE,379,3,20,15,130.05,413000,72522,227,20,596,449,217,179,109,0,0,0,0,0,0,0,0,0,0,228,20,74151
vNhZkucrozw,25,0,0,0,58.85,393000,1022,31,4,6,4,0,2,0,0,-1,0,0,0,0,0,0,0,0,30,4,1036
bdZY5KT9Jvs,4295,0,0,0,0.65,3210000,79622,122,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,20,79622
ggg8K7Iv6vs,340,0,0,0,0.0,3410000,3332171,29472,0,7150,6552,2375,3296,2077,63,76,33,26,29,0,0,0,0,0,29771,0,3361180
Hk2xhwtR8Qs,11,0,0,11,0.31666666,3210000,69955,2743,85,1779,916,224,172,148,53,24,4,7,4,1,0,0,0,0,2843,86,73466
lrsfP8rPuSQ,2325,0,0,0,250.15,297000,22157,160,19,3,2,0,0,2,1,-1,0,0,0,0,0,0,0,0,160,19,22164
79epIrYCcLA,1168,2,72,19,68.28333,100000,2218,7,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,7,1,2222
_jCyFVgmSSo,1965,0,0,0,213.01666,3410000,5593511,41509,1071,912,815,309,428,250,12,10,6,5,4,0,0,0,0,0,41562,1072,5597217
DW3oRr9TBoE,2701,0,0,0,2.0833333,297000,4984,79,24,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,79,24,4989
Elg5WcGIO4s,116,0,0,0,132.65,393000,2739,39,1,184,115,37,51,26,2,0,0,0,0,0,0,0,0,0,42,3,3256
evzvln9SplI,391,3,32,15,61.666668,413000,13044,68,6,257,373,227,122,134,0,2,1,1,1,0,0,0,0,0,73,6,14257
xY1dlO0JzPI,1465,2,7,17,387.93332,1710000,76981,450,31,238,158,87,71,59,1,1,0,0,0,0,0,0,0,0,452,31,77621
oKJPpf3CHss,16,2,50,21,61.416668,100000,17960,307,11,401,467,223,165,64,4,4,1,3,-1,0,0,0,0,0,319,11,19419
vjM-8c-djWA,1858,0,0,0,214.0,3410000,642546,3614,83,1373,1045,323,445,232,17,2,3,4,2,0,0,0,0,0,3650,83,646644
Qglq6mKDZSk,397,3,21,21,92.9,413000,46328,239,40,37,46,18,21,20,0,0,1,0,0,0,0,0,0,0,240,40,46487
DzdxeYVOxDI,10,0,6,0,36.9,0,7015,220,11,523,324,92,180,54,15,4,0,3,1,0,0,0,0,0,253,11,8469
-Q_51g4rij4,1241,0,0,0,0.8333333,50700000,2010902,40009,2001,8,12,2,5,2,0,-1,-1,0,0,0,0,0,0,0,40007,2001,2010936
czVOlGG4Y7I,81,0,0,0,74.53333,0,1477,29,2,4,1,2,0,1,0,0,0,0,0,0,0,0,0,0,29,2,1490
fqPePMR2Vjw,1838,0,1,0,2.3,52400,5205,44,1,2,6,1,1,2,0,0,0,0,0,0,0,0,0,0,44,1,5220
ASftkbPVrfQ,1637,0,0,0,63.866665,37500000,26153835,31776,0,4142,3781,1305,1089,902,3,9,5,4,2,0,0,0,0,0,31805,0,26167050
hcGP3ZvGlHo,2288,0,0,0,122.76667,37500000,32948223,23792,0,10937,8923,3251,2925,2990,12,7,0,4,4,0,0,0,0,0,23828,0,32984090
5gE_HMNCY4o,62,0,0,0,0.3,50700000,6533854,308135,2642,2798,2459,871,1065,863,77,68,17,33,27,-8,0,1,2,1,308410,2636,6543894
6poj1mR_cRY,2517,0,0,0,2.2833333,37500000,23259097,0,0,7221,7642,2943,2928,2813,0,0,0,0,0,0,0,0,0,0,0,0,23289415
ENwgPqv8Jc0,747,3,0,16,242.43333,3410000,167249,1351,24,25,24,9,3,9,0,1,0,0,0,0,0,0,0,0,1352,24,167330
x4Vr5P5yF8Q,1467,0,0,0,3.95,3410000,85405,673,24,79,77,42,48,22,0,0,0,0,0,0,0,0,0,0,673,24,85795
e2YjOSrqUUU,3734,1,0,1,1.9833333,3210000,301985,1893,160,33,36,23,18,6,0,0,0,0,0,0,0,0,0,0,1893,160,302120
HdVxqhbUwv4,194,0,0,0,534.36664,393000,1465,49,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,1,1465
LrDjvehPjqo,1838,1,3,13,1.3,1710000,38421,127,0,282,191,57,104,27,0,0,0,2,0,0,0,0,0,0,129,0,39166
D4eNEJmMcnE,1146,2,8,14,2.1666667,1710000,5097776,11465,0,23390,24969,8667,10313,4936,57,54,19,33,7,0,0,0,0,0,11652,0,5181563
tQ4SY2AZA18,27,3,18,22,225.43333,0,20651,101,6,88,68,23,31,13,0,0,0,0,0,0,0,0,0,0,101,6,20900
WSC-gHBU_d0,2657,0,0,0,2.85,37500000,59259073,66030,0,23966,24255,7977,8595,8315,43,55,18,31,16,0,0,0,0,0,66233,0,59352136
7RQUgUSZVcM,71,0,0,0,120.73333,37500000,1382342,2337,0,9256,7697,3112,2452,2421,9,12,1,6,1,0,0,0,0,0,2373,0,1413989
IglakUPNmj0,1099,3,0,0,481.01666,3410000,599397,3081,85,3521,4018,1671,2337,355,25,22,4,17,3,0,0,0,0,0,3157,85,612561
9Ao5eyIpSXU,724,0,0,0,240.78334,3410000,203888,2113,44,5,8,0,2,2,0,0,0,0,0,0,0,0,0,0,2113,44,203912
z3zKU7JIKaQ,161,0,0,0,74.6,0,3073,33,3,41,24,5,7,3,1,0,0,0,0,0,0,0,0,0,34,3,3176
u19ajib17Gs,1205,0,0,0,2.0166667,37500000,32128777,82334,0,20988,21783,5335,11261,7279,91,80,18,53,15,0,0,0,0,0,82692,0,32218789
s5Fsq7j4Oks,14,2,48,21,63.65,100000,18832,346,18,572,431,96,114,33,9,2,1,1,0,0,0,0,0,0,362,18,20217
AopyEknzPsw,19,0,1,16,0.0,149000,325455,1786,0,29293,49343,26971,22746,9729,151,257,139,111,32,0,0,0,0,0,2523,0,472005
AopyEknzPsw,19,0,1,16,0.0,149000,324914,1785,0,29834,49343,26971,22746,9729,152,257,139,111,32,0,0,0,0,0,2523,0,472005
FRZfJONzNgk,1123,0,0,0,2.0333333,3210000,184483,803,40,6,5,4,5,1,0,0,0,0,0,0,0,0,0,0,803,40,184509
u8uvLHnrqdU,64,0,0,0,3.1,413000,141717,821,13,87,103,37,24,40,0,2,0,1,0,0,0,0,0,0,825,13,142063
xz6fxIsg-Qk,197,0,0,1,71.183334,393000,1858,54,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,54,1,1860
jHr-I5J2hV8,7,3,16,22,714.98334,0,1428,19,1,325,515,120,84,37,3,2,1,0,0,0,0,0,0,0,26,1,2600
dR-nVkJB0p8,1830,0,0,0,3.2166667,1710000,1338161,3832,0,1513,1391,239,554,220,5,2,3,0,0,0,0,0,0,0,3847,0,1342861
w9ADYSAko78,1472,1,17,8,65.066666,3210000,56381816,260121,7415,601630,1348633,719716,667339,389637,2423,4077,1660,1697,668,40,62,57,36,14,271550,7636,60486013
LQsqFdHte68,535,0,0,0,8.1,297000,201142,2002,89,1491,1022,509,584,400,9,6,1,3,1,0,0,0,0,0,2025,89,206272
s20FV2lumEc,383,2,11,18,14.616667,1710000,82601,671,60,45,50,21,20,6,0,1,0,0,0,0,0,0,0,0,672,60,82761
W_TRUNF2QME,2708,0,0,0,4.4,297000,23355,164,20,4,1,0,3,1,0,0,0,0,0,0,0,0,0,0,164,20,23366
CepiTY_G1tg,82,0,0,0,60.716667,37500000,836313,2498,0,6103,5237,1944,1933,1539,21,12,9,8,5,0,0,0,0,0,2563,0,856774
uccFz-tYuzA,409,2,67,16,80.316666,100000,23093,215,15,8,13,0,6,4,0,0,0,0,0,0,0,0,0,0,215,15,23132
YTgGyMFieVo,981,0,0,0,241.18333,3410000,63858,738,24,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,738,24,63860
OutqyWS48Bo,1111,2,32,18,69.933334,100000,633,3,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3,2,635
uc-CzXQJg8Y,2631,0,0,0,6.5833335,50700000,28080925,274589,7576,1880,1614,590,579,630,22,19,10,3,6,5,2,0,0,0,274672,7586,28087683
8-JTXn1KiRU,109,3,66,21,59.766666,100000,18694,247,24,9,17,4,5,2,0,0,0,0,0,0,0,0,0,0,247,24,18737
g41Ezi96X2U,1866,0,0,0,4.0333333,52400,3359692,2774,75,12398,25665,11233,13616,7460,17,15,4,5,0,0,0,0,0,0,2817,75,3435384
oCNfNNKLDbY,1847,1,5,7,2.4833333,1710000,399176,970,0,741,644,209,223,117,1,1,0,1,0,0,0,0,0,0,974,0,401350
uDBXZlTUgD0,219,0,0,0,528.3,393000,1831,42,1,2,1,2,0,1,0,0,0,0,0,0,0,0,0,0,42,1,1837
lgGFWsjyx24,2213,1,3,0,66.21667,37500000,33720945,36319,0,8865,7375,2555,2251,2010,14,3,6,5,3,0,0,0,0,0,36355,0,33747598
kB0o3yrv67c,149,0,0,0,464.36667,393000,1923,43,0,0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,43,0,1933
fGiwS2vMIk0,526,0,0,0,32.1,297000,44010,1063,116,15,30,5,7,14,0,0,0,0,0,0,0,0,0,0,1063,116,44105
ypzMrsTtthc,4,3,6,19,72.75,149000,13572,324,11,441611,108541,23313,23284,10602,3221,842,294,194,43,156,56,7,7,0,5015,239,638525
ypzMrsTtthc,4,3,6,19,72.75,149000,11820,280,10,443363,108541,23313,23284,10602,3265,842,294,194,43,157,56,7,7,0,5015,239,638525
S3YRGSqeeRw,153,0,0,0,527.8333,393000,1376,47,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,1,1376
d-Am3q5PGBM,3397,0,0,0,5.0833335,3210000,64283,109,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,69,64283
oMkouwn7f8s,1542,1,1,0,3.7,52400,2763,25,2,43,62,46,18,26,0,0,1,0,0,0,0,0,0,0,26,2,2981
19lT29GBxb4,18,2,6,12,82.45,393000,3976,44,3,259,178,159,77,93,0,0,0,0,1,0,0,0,0,0,45,3,4807
qTs9kMRCgj4,250,0,0,0,61.85,393000,2137,45,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,2,2137
Rlr3rQp0xd0,538,0,0,0,65.36667,37500000,1440631,4651,0,1275,1080,788,388,472,3,6,4,2,2,0,0,0,0,0,4669,0,1445328
YURKaThCDME,1479,2,16,16,366.71667,1710000,3137934,13128,582,39914,52636,18919,26173,14950,157,217,116,112,47,2,9,1,2,4,13841,602,3307865
Vx3RFjQEqt0,161,0,0,0,60.45,37500000,1193570,2347,0,3913,3281,1075,1377,907,7,6,6,3,0,0,0,0,0,0,2374,0,1206879
0qTQR92UuUA,58,0,0,0,4.016667,50700000,2165402,39392,1097,24955,22809,5440,8716,6265,118,120,32,40,30,1,0,0,0,1,39841,1099,2249102
IcDUpXUI-kU,370,2,54,21,77.38333,100000,19229,129,7,2,6,0,1,0,0,0,0,0,0,0,0,0,0,0,129,7,19238
QzpHqKpBFvA,622,0,0,0,242.88333,3410000,150993,8127,43,18,16,6,7,6,-2,-2,-1,-1,1,0,0,0,0,0,8122,43,151064
oAUJSLYB_X0,29,3,16,22,715.0,0,172358,783,13,268,250,81,71,42,-1,1,1,0,0,0,0,0,0,0,784,13,173107
8QSd5RJNg1M,1833,0,0,0,2.4333334,52400,11417,47,0,101,159,87,33,58,0,0,0,0,0,0,0,0,0,0,47,0,11901
cvJd0UACyCo,1843,1,1,0,3.85,52400,14711,118,4,457,794,421,250,164,2,7,5,4,2,0,0,0,0,0,138,4,17024
2vcRSD7iFMg,66,2,48,21,60.916668,100000,9919,155,11,14,16,12,4,0,0,0,0,0,0,0,0,0,0,0,155,11,9971
FKoX0LMNlwI,2192,0,1,0,2.6,52400,1445123,1740,68,2478,4555,1803,2046,1426,23,27,9,4,4,0,0,0,0,0,1813,70,1458544
snN637Kb0zs,9,2,11,16,122.61667,27300,1750,34,9,19,12,6,5,2,0,0,0,0,0,0,0,0,0,0,34,9,1795
H41QmvPjAbk,1138,0,0,0,240.78334,3410000,84325,677,19,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,677,19,84328
UZx1X9eGrW8,528,0,0,0,29.35,297000,45979,1295,108,87,117,31,27,38,3,5,1,-1,-1,0,0,0,0,0,1302,108,46338
HJPYDUUOWo8,2627,0,0,0,72.65,37500000,179684443,0,0,14039,10974,4256,4914,4334,0,0,0,0,0,0,0,0,0,0,0,0,179732793
CK-rTJ5VOB4,132,0,0,0,63.6,393000,448,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,449
jzea8D7-EvU,2606,0,0,0,56.283333,37500000,94848072,0,0,13474,11813,4547,4997,4521,0,0,0,0,0,0,0,0,0,0,0,0,94895629
_9VQ6f3jzEw,1865,0,0,0,2.6,52400,493249,6500,309,405,613,360,252,292,4,9,3,3,2,0,1,0,0,0,6526,310,495542
iPR3I_Mq-jY,3198,0,0,0,3.7833333,297000,97908,1265,198,2,6,1,3,1,0,0,0,0,0,0,0,0,0,0,1265,198,97925
HuEFGUOgzZ8,22,1,6,11,2.55,1710000,4462,132,29,55,62,23,19,14,0,1,0,0,0,0,0,0,0,0,133,29,4653
6w0im3LHazY,1333,0,0,0,220.4,3410000,4700649,21155,337,4427,3985,1234,1545,711,23,8,6,7,-1,0,0,0,0,0,21210,337,4715110
VFyg0b_auVE,21,3,16,22,714.9667,0,83146,432,10,2150,1638,485,494,169,6,2,0,0,2,0,1,3,0,0,444,14,88490
nl5RsIzjiC8,36,3,7,22,96.35,0,343700,2395,80,7782,9017,1547,3081,1122,31,39,7,10,4,0,1,0,0,1,2498,83,369045
bAsmXU8mJA0,2032,0,0,0,0.5,1710000,3492,5,0,0,4,1,0,2,0,0,0,0,0,0,0,0,0,0,5,0,3502
PdNuEl0gaKU,1504,0,0,0,1.0666667,3210000,63227,2009,144,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,2009,144,63232
XRW3UtFWOhE,1843,0,1,0,2.2666667,52400,250,6,0,1,8,6,1,0,0,0,0,0,0,0,0,0,0,0,6,0,266
4VYM4Jq5WkU,392,3,21,22,76.46667,413000,184071,1047,66,35,31,16,13,37,2,0,0,0,0,0,0,0,0,0,1050,66,184210
RlgYV6NBu-0,1965,0,0,0,1.5333333,3210000,29578,690,32,5,7,2,2,4,0,0,0,0,0,0,0,0,0,0,690,32,29610
dfTCObc5BuE,389,2,21,21,178.25,413000,12177884,82604,3544,418026,777672,402464,342138,188098,2529,4987,2775,2351,809,80,154,152,99,40,97061,4127,14482840
Z3rv46h5JEw,3769,0,0,0,4.15,50700000,4384236,31266,1459,356,327,123,112,91,1,0,2,1,1,0,0,0,0,0,31276,1459,4385530
--j_WEXVR14,63,0,0,0,60.016666,37500000,574011,1989,0,2331,2107,963,792,790,1,5,3,4,0,0,0,0,0,0,2004,0,582852
Hcet-u2CraQ,19,2,47,21,67.566666,100000,25455,417,16,1006,1790,1055,487,119,7,19,8,4,4,0,0,1,0,0,469,17,30698
R6ixSKc1hi4,404,2,54,21,79.46667,100000,31168,282,20,59,37,10,16,5,0,0,0,0,0,0,0,0,0,0,282,20,31307
MOrROmn9Z4k,4443,0,0,0,3.55,3210000,5008295,18570,702,139,160,65,61,39,1,1,0,1,0,0,0,0,0,0,18574,702,5008832
GBy04CzHUlM,63,0,0,0,42.4,0,20451,251,4,97,93,43,65,24,1,0,0,1,0,0,0,0,0,0,254,4,20859
ofnurTtmWsw,47,0,0,0,63.0,37500000,495146,2131,0,2121,1670,690,677,546,3,8,0,1,0,0,0,0,0,0,2144,0,502128
Mx6xkyi5Ij8,2436,0,0,0,177.71666,297000,21595080,131518,6300,1007,822,289,362,274,13,1,1,5,1,0,0,0,0,0,131546,6298,21598616
tgEpOpaVr0Q,933,0,0,0,64.05,3410000,810219,8618,108,70,78,19,36,25,1,0,1,0,0,0,0,0,0,0,8621,108,810521
aLktKNC7tvI,2153,0,0,0,1.9333333,37500000,15049891,0,0,9250,9705,3564,4058,2763,0,0,0,0,0,0,0,0,0,0,0,0,15087286
z87yG89m1Iw,2421,0,0,0,1.9666667,37500000,67332059,137658,0,10332,10386,3947,3742,3727,1,3,-1,-1,0,0,0,0,0,0,137668,0,67373257
A9w7tfyE1ZY,35,3,7,22,100.75,0,36963,271,8,903,900,185,421,222,7,3,1,1,0,-1,0,0,1,0,286,8,40001
OQGD-m6bSpY,1194,0,0,0,1.8333334,37500000,19879124,34901,0,5777,5307,1817,2056,1794,7,3,0,6,1,0,0,0,0,0,34930,0,19901208
JS0x58kNua4,1854,1,0,0,3.8666666,52400,74468,233,1,101,103,57,40,55,2,0,0,1,0,0,0,0,0,0,237,1,74846
AhoVwJGvFI8,1107,2,9,17,7.516667,1710000,5201068,13266,676,20028,31265,10882,14651,6056,55,125,79,71,17,2,3,1,2,1,13658,687,5298847
eQlveAt9e88,1759,0,0,0,2.95,50700000,37330920,237116,5546,1853,1597,473,549,476,4,6,3,6,4,1,1,0,0,0,237144,5548,37337040
ZX3B953Rc0I,898,0,0,0,3.4666667,50700000,48972159,879609,29963,10243,9397,3116,3720,3169,75,85,23,29,21,0,0,1,2,-1,879940,29964,49009809
bIdSJEVlTmQ,703,0,0,0,242.16667,3410000,117971,3627,37,29,13,8,13,8,0,0,0,0,0,0,0,0,0,0,3627,37,118059
kKI5wnuucl8,4443,0,0,0,0.51666665,3210000,656552,214,42,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,214,42,656554
Wxd0siQqaGI,11,1,10,16,124.71667,27300,1234,32,4,17,19,3,3,4,1,0,1,-1,0,0,0,0,0,0,33,4,1284
6w1TaD9RD08,323,0,0,0,71.4,393000,10639,83,1,3,4,1,3,0,0,0,0,0,0,0,0,0,0,0,83,1,10651
h2MTOJujRMU,1892,0,0,0,4.266667,3210000,1002721,8668,349,179,178,111,73,57,1,1,1,2,0,0,0,0,0,0,8673,349,1003469
Ozzuy-FkUg4,894,0,0,0,242.11667,3410000,143491,1175,20,1,3,1,0,1,0,0,0,0,0,0,0,0,0,0,1175,20,143499
aRkBmEUNR3Q,2552,0,0,0,2.9333334,37500000,37445213,111890,0,14705,18076,5276,7743,5407,30,51,15,33,12,0,0,0,0,0,112083,0,37512804
Swj8MHID5tA,1390,0,0,0,1.9166666,1710000,74752,216,0,107,108,59,32,18,1,0,0,0,0,0,0,0,0,0,217,0,75133
4DyZoXSdY98,809,0,0,0,245.23334,3410000,179687,3757,29,15,12,2,3,3,0,0,-1,0,0,0,0,0,0,0,3756,29,179731
fqfjfmAi-ug,2347,0,0,0,1.9666667,37500000,37229564,70902,0,41505,38780,8766,17785,9403,239,219,59,89,38,0,0,0,0,0,71683,0,37378788
wExeSIf11kM,529,0,0,0,9.266666,297000,42843,750,47,81,64,15,32,21,0,1,-1,0,0,0,0,0,0,0,750,47,43109
mBycW6iu8GM,1482,1,13,13,3.1666667,3210000,24936456,51018,1416,182296,290427,132617,112741,59852,310,394,162,136,80,5,12,6,2,1,52208,1442,25771515
WouJKzUhtjk,1318,0,0,0,211.93333,3410000,692192,3156,72,226,232,122,109,72,1,0,0,0,1,0,0,0,0,0,3158,72,693151
TRWe5LHAbFg,9,2,50,21,79.166664,100000,5454,167,14,1588,2654,473,249,76,18,20,3,1,0,1,0,1,0,0,209,16,10793
SC-YwmWoTAg,31,0,0,0,2.1666667,37500000,357631,1371,0,8605,8639,2325,2683,1932,36,21,11,8,4,0,0,0,0,0,1467,0,387590
1kc1ARdeMHE,1896,1,0,0,2.7666667,52400,17237,54,0,145,247,163,128,111,0,3,1,1,1,0,0,0,0,1,61,1,18128
uWnY0KUEcL4,162,0,0,0,60.533333,37500000,1016945,3182,0,1933,1712,935,1480,771,1,3,5,3,0,0,0,0,0,0,3195,0,1024927
D0adYBiNGtc,267,0,0,0,79.45,393000,5831,55,2,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,55,2,5834
ND-Q3zdgMFQ,957,0,0,0,243.41667,3410000,2243740,17005,329,1857,1628,552,733,665,14,3,1,2,7,1,0,0,0,0,17041,330,2250931
knBgqPI0seg,2588,0,4,14,5.05,1710000,56466,150,7,122,158,51,69,35,1,0,0,1,0,0,0,0,0,0,152,7,56969
KgEll5QyXfk,1126,2,2,0,1.9333333,37500000,2231863,2546,0,1649,1557,693,537,645,3,6,0,1,2,0,0,0,0,0,2564,0,2238580
N7oCDre5zsk,30,0,0,5,0.98333335,3210000,37448,2015,91,108,100,45,31,33,2,3,1,1,1,0,0,0,0,0,2024,91,37802
pw3PhhSfcQg,1482,1,17,13,2.9166667,3210000,16581839,51257,1605,109383,197967,97525,78052,41082,283,369,169,159,73,6,6,7,3,2,52400,1634,17143264
yJ9lN-K2VnM,2271,0,0,0,177.51666,297000,464524,2299,120,31,37,10,13,8,1,0,0,0,0,0,0,0,0,0,2300,120,464650
YelpMc6b1z8,173,0,0,0,68.75,0,1889,29,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,29,3,1893
l5SBukjAUoU,241,0,0,0,2.0166667,37500000,485377,1156,0,935,862,401,135,310,1,1,0,1,0,0,0,0,0,0,1161,0,488734
