video_id,upload_days,title,description,tags,duration,subscriber_count,view22,like_22,comment_22,view_inc_23,view_inc_24_noon,view_inc_24_night,view_inc_25_noon,view_inc_25_night,like_inc_23,like_inc_24_noon,like_inc_24_night,like_inc_25_noon,like_inc_25_night,comment_inc_23,comment_inc_24_noon,comment_inc_24_night,comment_inc_25_noon,comment_inc_25_night,like_26,comment_26,view_26
shdsnOKN1r0,328,0,0,0,455.1,393000,10271,135,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,135,4,10273
KadlYyrOs40,641,0,0,0,28.483334,3210000,49015,792,378,28,28,8,6,7,0,0,0,0,0,0,0,0,0,0,792,378,49107
Hf7b9fJgb4Y,788,1,6,17,4.0333333,1710000,891382,4622,233,9865,9582,3150,5109,2411,41,38,14,28,10,2,2,1,0,0,4775,239,926385
FoBUtU2dSTY,85,0,0,0,57.0,393000,551,13,0,9,3,2,3,2,0,0,0,0,0,0,0,0,0,0,13,0,581
jLNlNK7O0Mc,26,3,7,21,698.8333,0,391741,1984,52,8527,7779,1981,4382,2223,38,24,3,29,5,1,0,0,0,2,2099,55,421167
vRzV-8fJ-U8,7,1,20,19,485.53333,1710000,53847,584,42,5212,2830,705,658,428,35,21,6,2,4,2,0,0,0,0,656,44,64405
TPuCtu0iiOs,2993,0,0,0,5.9166665,297000,63230,599,42,6,2,3,4,1,0,0,0,0,0,0,0,0,0,0,599,42,63248
QpWMUQ64BeY,623,0,0,0,242.9,3410000,92431,862,27,26,15,2,5,8,0,0,0,0,0,0,0,0,0,0,862,27,92500
d72z_8Nc910,108,3,3,20,72.21667,0,1012,10,6,2,2,0,0,3,0,0,0,0,0,0,0,0,0,0,10,6,1020
qQP9s8wkFlA,401,3,21,0,93.6,413000,50689,265,24,32,48,18,15,19,0,0,0,0,0,0,0,0,0,0,265,24,50834
17Bx4-Zu8L4,15,3,16,22,714.9667,0,15179,104,2,68,54,9,14,4,0,0,0,0,0,0,0,0,0,0,103,2,15336
lTAU7V3fOYs,1110,0,5,1,2.4666667,1710000,101177,480,33,286,378,194,116,66,1,0,2,1,0,0,1,0,0,0,485,34,102314
eNauqdUxAB4,93,1,2,20,2.8,0,360,11,2,22,22,8,7,3,0,1,0,0,0,0,0,0,0,0,12,2,424
Bb3aBvvyU9M,2195,0,0,0,2.4333334,52400,7542,17,0,28,43,28,7,19,0,0,0,0,0,0,0,0,0,0,17,0,7680
N2DsAzcI6ww,1181,0,0,0,239.98334,3410000,351048,3026,46,121,114,47,40,35,0,2,0,0,0,0,0,0,0,0,3028,46,351518
cAV4Bs1K-_E,2781,0,0,0,2.3333333,37500000,37300615,38526,0,9185,8861,3182,3405,3358,11,14,8,4,9,0,0,0,0,0,38590,0,37336855
J_xYm8rt2W4,4190,0,0,0,2.6,3210000,94932,330,45,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,330,45,94934
Jcl2feC5IxY,1845,1,0,0,3.3166666,52400,9110,37,2,40,68,38,16,32,0,1,0,0,1,0,0,0,0,0,39,2,9326
l3l83C-we-k,1482,1,13,14,3.8833334,3210000,30984870,83552,2952,196446,403898,207618,179809,98280,492,712,329,352,164,6,14,19,9,2,85802,3004,32147793
Es-3f4Y4uFE,527,0,0,0,67.2,100000,1121,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,1121
EuBN3kp8_zc,379,2,29,19,130.76666,413000,416980,1313,53,4478,4385,2268,1550,1402,12,15,6,0,3,0,3,-3,4,0,1352,57,432128
ZHkcl2ub9G0,1881,1,0,0,2.7,52400,11659,106,4,176,147,134,77,77,3,1,1,1,1,0,0,0,0,0,113,4,12357
gPWEbJqwgtA,766,1,6,8,4.3,1710000,37239,200,13,382,406,209,156,107,0,1,0,0,1,0,0,0,0,0,203,13,38719
YUiwXUAx8jc,761,1,0,11,246.66667,3410000,168748,1491,30,336,339,172,106,141,3,1,2,1,1,0,0,0,0,0,1501,30,169996
B1_PPe8422M,40,0,2,0,55.7,0,21601,372,9,194,143,49,92,30,2,1,0,-1,0,0,0,0,0,0,377,9,22218
x3Xqjn5pF4Y,1838,1,1,0,1.5666667,52400,49092,130,2,705,1210,614,574,512,0,1,1,0,0,0,0,0,0,0,133,2,53235
30OaM6b48k8,2988,1,5,6,2.1666667,1710000,27777863,140910,6248,144130,193313,76369,107844,34566,1273,1747,783,834,162,34,53,27,24,3,146115,6392,28390105
5HL14p3WO6E,988,0,0,0,31.733334,37500000,8159723,17909,0,2310,1987,561,1052,706,3,3,0,5,2,0,0,0,0,0,17926,0,8168280
8bdmD-XDDZA,1948,0,0,0,1.7833333,37500000,29031232,28378,0,22508,20298,8375,9533,6750,35,38,14,22,13,0,0,0,0,0,28540,0,29117293
qhuGQp1AkjQ,2340,0,0,0,2.1,37500000,320904482,0,0,23182,23370,7199,9635,7197,0,0,0,0,0,0,0,0,0,0,0,0,320992603
Ph_WFmWAvok,1258,0,0,0,69.48333,100000,10603,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,10603
xK6gwgvYWiE,1077,0,0,0,243.65,3410000,92527,922,32,6,1,1,0,0,0,-1,0,0,0,0,0,0,0,0,921,32,92539
u190-dlZLK0,1469,0,0,0,211.85,3410000,81326,564,20,85,47,13,17,27,1,1,0,0,1,0,0,0,0,0,570,20,81589
61wSag7khk8,3004,0,0,0,3.05,297000,85031,448,33,13,19,3,9,4,0,0,0,0,0,0,0,0,0,0,448,33,85089
HYUiahljMMc,1090,0,0,0,102.25,3410000,2495210,52610,598,4261,4372,2080,1863,1443,59,67,25,34,23,1,2,0,1,0,52879,602,2512653
1Rsvd3pDQgo,2197,0,0,0,61.133335,37500000,55932522,0,0,5075,5750,2396,1848,1605,0,0,0,0,0,0,0,0,0,0,0,0,55951924
ETILTsEJ0Nw,454,3,53,21,87.36667,100000,30581,312,21,10,7,1,0,0,-1,0,0,0,0,0,0,0,0,0,311,21,30600
p_Y_MZolKww,295,0,0,0,453.1,3410000,126953,2944,17,18,14,6,7,1,0,1,0,-1,0,0,0,0,0,0,2944,17,127012
OFzKCuI4PXY,2298,0,0,0,2.3,37500000,10426287,0,0,4277,3341,1335,1091,1148,0,0,0,0,0,0,0,0,0,0,0,0,10440425
ME2DvFeusl4,71,0,0,0,554.5333,393000,1159,45,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,45,1,1162
A8WuN9tRl8g,4395,0,0,0,0.35,3210000,609023,354,69,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,354,69,609025
gXqA5yOQ1Vg,1490,0,3,0,4.05,1710000,49604,125,8,68,50,13,23,9,0,0,-1,1,0,0,0,0,0,0,125,8,49813
JIrRawk5ED4,368,2,20,21,134.68333,413000,2839940,12933,756,62705,117264,81012,65544,41303,197,361,221,204,66,11,16,10,9,1,14064,807,3230365
1B2Oql85c5c,4443,0,0,0,0.53333336,3210000,274430,190,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190,27,274430
Meeq_7xn63I,54,0,0,0,42.65,0,29092,375,10,215,175,65,95,49,6,-1,1,2,1,1,0,0,0,0,385,11,29901
dm2pgGBzWWI,2161,0,0,0,2.6666667,1710000,84526,189,0,36,9,8,6,1,1,0,0,0,0,0,0,0,0,0,190,0,84604
PsVf4rhRUeY,412,1,8,9,2.0333333,1710000,119703,962,85,606,1005,396,278,206,3,3,1,0,1,0,0,0,0,0,971,85,122574
Gby5U_S3PDQ,2514,0,0,0,29.183332,37500000,16938618,0,0,5616,4061,1278,1168,988,0,0,0,0,0,0,0,0,0,0,0,0,16953785
PcxUGlgD6PE,102,1,0,21,3.8166666,0,28,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,30
efRolQ1fIc8,368,3,14,20,33.733334,1710000,213601,1381,134,401,751,187,130,53,3,1,1,1,0,0,0,0,0,0,1389,134,215222
g3vK5SN91fI,1381,0,0,0,0.8333333,3210000,50383,1564,65,51,42,17,15,15,2,3,1,0,1,0,0,0,0,0,1572,65,50560
CuOajJ70R6M,844,0,0,0,100.85,3410000,935123,13085,225,262,219,102,131,54,5,-1,1,0,0,0,0,0,0,0,13091,225,936158
4HRF0nuokn0,3111,0,0,0,2.2166667,297000,15244,91,9,6,8,0,4,2,0,0,0,0,0,0,0,0,0,0,91,9,15267
ld8SN0y79DE,344,0,0,0,72.55,100000,586,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,586
4n5eG__iHIw,70,3,6,18,26.4,0,67122,325,6,1994,3533,565,1398,471,5,27,2,7,0,0,0,0,0,0,366,6,75929
l0veDovJ7Sk,68,3,6,20,58.016666,0,53691,209,3,4900,9126,1484,1843,1205,13,32,2,6,3,0,0,0,0,0,271,3,74452
C1nX4L0JopI,757,2,2,15,78.683334,393000,87489,645,18,1872,2739,2039,1110,1442,6,18,12,7,10,0,0,0,0,1,699,20,97355
nnJrQCxwYdA,1899,0,0,0,3.5333333,3210000,1070583,8973,397,206,223,112,87,64,-1,1,1,1,0,0,0,0,0,0,8978,397,1071413
-iZGh91-v7Y,1482,0,8,13,3.85,3210000,11959176,23187,762,87524,165498,84809,71263,37053,166,278,112,94,49,0,5,2,1,2,23945,773,12437158
Edwsf-8F3sI,4443,0,0,0,4.05,3210000,187404175,2105670,42440,96840,97222,41817,36916,33478,1462,1275,468,546,470,13,12,6,1,3,2110961,42488,187778467
0pIKMk7FfJ4,54,0,0,0,41.333332,0,37101,592,8,183,174,50,75,25,2,2,2,2,1,0,0,0,0,0,606,8,37745
pmLAwaYNlzI,1829,1,1,0,3.4,52400,1781,11,0,4,5,4,15,1,0,0,0,1,0,0,0,0,0,0,12,0,1812
XPTNmDj597s,59,1,9,20,63.416668,1710000,125522,934,61,10329,16487,4871,8165,2949,82,142,45,49,15,2,4,4,2,0,1307,75,175037
Y_ZKEdqxxJQ,215,0,0,0,514.81665,393000,1555,60,6,2,3,1,0,2,0,0,0,0,0,0,0,0,0,0,60,6,1563
CJT1YCfhYtM,1838,0,0,0,1.8833333,37500000,6914368,7583,0,2635,2212,1052,1024,891,6,1,3,2,1,0,0,0,0,0,7597,0,6924564
kH8WuUdFyX0,1141,2,7,13,4.6,1710000,371790,1524,85,2154,2013,1144,816,676,9,12,4,0,2,0,0,0,0,0,1554,85,379702
gwNemFXF43g,66,0,0,0,520.98334,393000,785,35,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,2,785
5zYrdmvXhek,67,2,4,17,58.016666,0,19524,156,9,42,146,47,64,31,0,3,0,0,0,0,0,0,0,0,159,9,19881
Kkk_BqsBMoM,63,3,54,21,61.316666,100000,12063,186,4,22,16,4,5,1,0,0,0,0,0,0,0,0,0,0,186,4,12122
RhOx2E7sTVk,2391,0,0,0,0.8833333,8220000,69494,1408,92,9,4,1,4,1,0,0,0,0,0,0,0,0,0,0,1409,92,69521
6jD-NoKiwsM,216,0,0,0,67.183334,0,4532,48,5,7,5,0,2,2,0,0,0,0,0,0,0,0,0,0,48,5,4553
qMAT4XrWaLo,110,2,12,13,55.866665,393000,4544,40,2,499,372,137,79,75,1,4,1,1,1,0,0,0,0,0,49,2,5809
NO_2VTiyHyo,3658,1,1,3,0.18333334,3210000,292657,1194,111,13,5,8,6,6,0,0,0,0,0,0,0,0,0,0,1194,111,292700
vmglGpxV4zw,52,3,7,16,62.833332,0,346224,2796,54,9421,8096,1108,4047,991,29,28,5,21,5,1,0,0,0,0,2892,56,372780
l-wJaLftzAM,4461,0,0,0,3.55,3210000,5530514,23540,1208,1081,1200,708,426,391,12,12,5,2,4,0,0,0,1,1,23584,1210,5535044
ia4YA3N0jwI,189,1,6,6,61.05,1710000,746177,5614,391,33454,46301,21381,31057,11602,243,409,220,279,49,10,17,9,14,5,6951,453,910373
SHmh0y8WCJM,382,0,0,1,187.05,393000,3793,67,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,2,3796
iu5I5Z5JbJY,1175,2,32,20,55.816666,100000,5231,20,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,20,1,5232
42SM_TeWE5s,905,0,0,0,3.5333333,50700000,11578176,337256,12729,1377,1313,470,386,425,16,16,4,5,4,0,0,1,0,0,337314,12731,11583146
zm261D7Akio,3722,1,0,1,1.2666667,3210000,792024,1829,167,141,263,158,47,40,0,0,0,0,0,0,0,0,0,0,1829,167,792729
0S7NItCtkRY,228,0,1,0,535.26666,393000,1770,56,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,56,2,1772
tPUMYaOsUc4,265,0,0,0,67.1,0,3776,55,8,6,5,1,2,0,0,0,0,0,0,0,0,0,0,0,56,8,3792
43nEhgwO7Pw,100,3,6,21,85.26667,0,733,7,6,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,7,6,740
DyYS3v9y564,1544,2,8,13,34.066666,1710000,37396,265,12,175,206,73,92,23,1,2,1,-1,0,0,0,0,0,0,269,12,38020
AaqUXNroVVc,33,0,2,0,62.25,37500000,318022,1031,0,3601,3489,1201,1127,974,11,11,4,2,5,0,0,0,0,0,1071,0,330885
VYJNoFqTmUw,44,3,17,13,66.98333,393000,904,29,6,6,9,6,7,3,0,0,0,0,0,0,0,0,0,0,29,6,938
rX_UH44hAps,1362,0,0,0,4.1666665,37500000,10816045,21726,0,5880,6228,2439,3160,3173,14,23,5,14,10,0,0,0,0,0,21839,0,10846902
ttkGMmLSUvU,23,1,11,13,67.3,393000,1413,37,2,43,46,33,13,12,2,1,0,0,0,0,0,0,0,0,40,2,1580
Q0TDNq6Bbxo,1537,0,0,0,47.166668,37500000,3763870,7641,0,4104,2670,929,1011,940,18,5,1,3,2,0,0,0,0,0,7672,0,3775254
qpQHyn_ls04,1136,2,0,0,3.3166666,52400,133468,372,8,1803,4400,2984,1361,1062,3,1,3,6,0,0,0,0,0,0,390,8,145922
2CgnxTB1nBU,38,2,18,22,231.2,0,59902,239,12,1441,1177,332,322,151,4,1,1,0,0,0,0,0,0,0,245,12,63652
v_ubUB8qHNM,316,0,0,0,79.98333,393000,3953,81,1,15,13,0,4,8,0,0,0,0,0,0,0,0,0,0,81,1,4014
T7uFgIhNs8s,3579,0,0,0,2.3333333,8220000,68498,445,75,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,445,75,68507
K3EwDKiYKRA,6,3,17,21,78.38333,0,259,16,2,35,44,8,11,6,1,2,0,0,1,0,0,0,0,0,21,2,375
aRCwp7xOhV0,39,2,0,4,481.4,3410000,152540,2019,41,4583,5646,2777,2749,828,58,25,22,16,9,0,2,0,0,0,2164,43,171866
gxCnZxeoARs,1634,2,7,18,27.116667,1710000,21335,80,8,42,55,18,46,14,1,0,0,0,0,0,0,0,0,0,81,8,21533
gxCnZxeoARs,1634,2,7,18,27.116667,1710000,21335,80,8,42,55,18,46,14,1,0,0,0,0,0,0,0,0,0,81,8,21533
Ul4L8vjTD_0,1507,1,0,0,3.7666667,52400,4838,30,3,79,135,108,41,62,0,0,0,0,0,0,0,0,0,0,30,3,5305
JAvBfrlPsf4,225,0,0,0,525.26666,393000,4721,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,0,4722
14F_iGE05KM,1156,2,32,18,68.96667,100000,277,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,278
Ae-dJa-qHBo,143,0,0,0,69.73333,393000,5037,38,1,112,103,33,17,46,0,0,0,0,0,0,0,0,0,0,38,1,5422
W66_iBztWsA,1833,1,1,0,2.0166667,52400,45370,89,2,675,1619,1181,476,465,1,2,0,0,0,0,0,0,0,0,94,2,50133
O2bugQ2pWaI,2057,0,0,0,64.01667,37500000,28896206,0,0,6128,4635,1685,1706,1571,0,0,0,0,0,0,0,0,0,0,0,0,28915015
i0DHV3IOtno,103,0,0,0,0.71666664,50700000,1211856,86357,1395,4380,3795,1115,1672,1226,203,184,53,108,67,2,0,1,0,1,87154,1408,1227040
74yb9E3WY1I,912,0,0,0,3.3,50700000,82321726,741884,19134,25253,23596,6809,8528,6093,110,118,37,52,29,2,0,0,1,-1,742334,19133,82409564
EJxp5eiPCw8,3727,0,0,0,2.0666666,1710000,182234,66,0,4,2,2,7,3,0,0,0,0,0,0,0,0,0,0,66,0,182256
I6jyJSmvqlw,1884,0,0,0,2.5,52400,13847,12,0,83,148,107,73,85,0,1,0,0,0,0,0,0,0,0,13,0,14388
OtiMJlLzbZk,2690,0,0,0,2.2333333,37500000,292773392,241021,0,61017,61135,15557,24563,12515,263,265,59,122,34,0,0,0,0,0,241932,0,292990254
SIFqnEoctI4,2279,1,7,10,2.2666667,1710000,32231752,138607,8837,92931,107520,46333,42315,27574,603,769,318,349,128,30,60,25,29,6,140984,9002,32585424
tFNZi8agSpo,340,0,0,0,83.0,100000,558,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,558
gYYIsjYlvvc,974,0,0,0,242.28334,3410000,72430,735,22,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,735,22,72432
maLJbH4KyVU,898,0,0,0,3.1833334,50700000,8499511,187307,3811,1569,1438,419,522,405,8,4,4,3,1,1,0,0,0,0,187334,3812,8504913
l9mLTji1i0A,1157,1,0,0,2.2666667,52400,2694,21,1,15,11,15,12,6,0,1,0,0,0,0,0,0,0,0,22,1,2761
8wcuhJHhqFQ,19,3,16,22,714.95,0,35346,186,3,371,465,152,111,39,0,1,0,0,0,0,0,0,0,0,188,3,36592
pVqX2u6YWqI,58,0,0,0,3.65,50700000,1802779,46790,1717,17799,16659,5084,6771,4677,228,215,89,80,44,8,5,2,0,3,47595,1739,1865211
cHDIjre6cf0,421,2,49,21,84.5,100000,21935,214,13,22,12,5,2,1,0,0,0,0,0,0,0,0,0,0,214,13,21979
cDuGGSA4bfc,525,0,0,0,68.95,100000,597,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,597
uVrFUin6tWM,3396,2,4,7,1.7666667,1710000,219874,253,0,54,53,24,21,13,3,1,0,0,0,0,0,0,0,0,258,0,220059
Mz2fJSSoFao,1171,3,48,20,69.51667,100000,720,5,1,0,2,0,5,0,0,0,0,0,0,0,0,0,0,0,5,1,727
p_bedCKiq4c,1168,2,42,21,63.516666,100000,5662,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,5662
UOmKm8x49aQ,529,0,0,0,78.55,100000,7622,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,7622
Jm-VyvOLXfA,1908,1,0,0,4.383333,52400,130057,362,4,808,1344,703,543,458,1,1,0,3,1,0,0,0,1,0,368,5,134291
DH-cm4NarqM,1865,1,0,0,2.0666666,52400,35836,113,3,95,372,143,127,120,1,10,3,4,0,0,0,0,0,0,131,3,36782
CFTJVnYDMlg,816,1,14,13,115.71667,1710000,39668,244,23,62,72,31,23,14,1,1,0,0,0,0,0,0,0,0,246,23,39892
Wj1KsTAQFEU,545,0,0,0,11.566667,297000,12964,407,35,17,23,8,2,4,0,1,0,0,0,0,0,0,0,0,409,35,13032
nvS_YisKKic,2479,0,0,0,2.7,3210000,98689,1866,69,2,5,2,1,0,0,0,0,0,0,0,0,0,0,0,1866,69,98700
WBo92jqPbZs,122,0,0,0,550.15,393000,1173,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,1173
59MDpdBFDEw,1507,1,0,0,2.3,52400,374,5,0,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,5,0,383
xYEq_bZYBVY,2771,0,0,0,2.0333333,8220000,21889,662,63,3,2,0,1,2,0,0,0,0,0,0,0,0,0,0,662,63,21898
2N30P5rPuQU,129,0,0,0,71.48333,393000,1543,21,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,2,1544
2Vv-BfVoq4g,1508,0,0,0,4.6666665,50700000,"",16821469,458279,"","","","","",7621,6310,2154,2846,1954,92,74,42,74,21,16848262,458642,""
f5vrYDXgVrs,2279,0,0,0,1.8333334,37500000,266938945,0,0,107325,109163,28721,52922,31704,0,0,0,0,0,0,0,0,0,0,0,0,267378052
w47Zws39jHs,1872,1,4,3,3.0833333,1710000,160863,781,25,495,927,380,339,202,1,4,0,2,0,0,0,0,0,0,790,25,163410
dFlupYq6_1I,102,3,6,21,130.78334,0,4107,52,6,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,52,6,4113
pZrVzHwgwfI,1829,1,0,0,2.3666666,52400,7289,49,4,243,350,246,89,119,2,3,1,0,0,0,0,0,0,0,56,4,8470
rRHuETZuLEo,1150,1,7,10,3.1833334,1710000,4799636,30595,1506,38625,51951,21566,25335,9990,321,383,176,159,60,12,13,9,1,2,31789,1544,4962916
-vrfgM-Ltl8,531,0,0,0,8.8,297000,25671,650,53,6,12,2,0,8,1,0,0,0,0,0,0,0,0,0,651,53,25701
v9IfUzx5BKM,1313,0,0,0,6.866667,297000,1815389,16082,518,2721,2270,732,821,581,18,7,3,7,2,0,0,0,0,0,16129,518,1824382
ZBlhXryUENA,54,0,0,0,3.4666667,50700000,577868,18862,1218,2671,2404,713,930,891,31,28,8,20,14,0,0,0,0,0,18987,1218,587337
z2G0A4LWZpA,505,0,0,0,74.23333,100000,1126,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,1126
MehlTnkZXro,1143,0,0,0,2.3166666,52400,544941,259,19,659,1147,551,450,315,0,1,1,2,1,0,0,0,0,0,265,19,548364
g-OF7KGyDis,2576,2,9,15,2.0166667,1710000,114672974,611132,28745,702648,1201556,588306,787070,249951,5521,11121,7141,6673,1097,159,373,262,241,72,645018,29949,118519998
ChC4v_KRXe0,976,0,0,0,241.9,3410000,62483,837,12,3,3,0,0,0,0,1,0,0,0,0,0,0,0,0,838,12,62493
5_CoxvXVaug,1929,0,0,0,2.4666667,3210000,40125,1042,70,7,8,0,2,1,0,0,0,0,0,0,0,0,0,0,1042,70,40145
qWMjYeBCKqs,543,0,0,0,241.28334,3410000,64117,920,18,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,920,18,64131
rItio9P0ViA,9,3,15,5,60.583332,393000,3755,41,3,277,146,60,18,17,3,0,0,0,0,0,0,0,0,0,44,3,4307
J0Wg5OsMh2U,2869,0,0,0,3.8166666,50700000,425656,12293,686,5,3,2,2,6,0,-1,0,0,0,0,0,0,0,0,12292,686,425683
A03TXFdVkK4,513,0,0,0,78.73333,100000,1489,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,1489
HMz2YmAcszE,1465,1,0,0,3.1,52400,24129,237,5,173,248,143,106,102,1,4,1,2,1,0,0,0,0,0,247,5,24969
4DxYHLKivQ8,1835,1,0,0,2.8666666,52400,124405,133,4,1892,3972,2638,1467,1242,0,0,1,2,1,0,0,0,0,0,139,4,136467
yBuNtcmUyxk,26,0,6,0,48.283333,0,34693,696,13,565,433,200,264,67,5,8,5,2,3,0,0,0,1,0,723,14,36541
7MxwHS9WMCc,315,0,0,0,76.066666,393000,1935,34,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,3,1940
9RSMPK5yIy8,1313,0,0,0,3.5333333,37500000,11066989,19907,0,11849,10896,4726,5234,4108,46,46,11,27,7,0,0,0,0,0,20098,0,11116662
OtJieU7YOc0,104,0,0,18,3.3333333,0,40,2,1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,2,1,46
RlYKO317Njo,371,3,22,19,127.75,413000,16512,95,8,75,44,41,24,10,0,0,1,1,0,0,0,0,0,0,97,8,16717
JRIUqGjCH1I,109,0,1,0,554.51666,393000,1227,51,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,51,0,1230
o0QABjBxtGU,263,0,0,0,482.96667,3410000,424021,8208,92,1221,975,293,633,254,12,15,5,8,5,0,0,0,0,0,8266,92,428368
J1G8Uwl33Ss,101,0,0,0,0.15,3210000,65226,2565,72,178,165,72,58,47,4,5,2,2,3,0,1,0,0,0,2586,73,65845
__6xFYN6RFs,3792,0,0,0,3.0166667,50700000,710727,4324,214,7,7,3,2,3,0,0,0,0,0,0,0,0,0,0,4325,214,710758
-tKdIOHUpbM,2376,0,0,0,0.81666666,8220000,94062,1255,64,35,26,11,10,6,0,0,0,0,0,0,0,0,0,0,1257,64,94168
So-7cIPX2cI,4099,0,0,0,6.766667,3210000,218614,1332,188,3,3,1,0,2,0,0,0,0,0,0,0,0,0,0,1332,188,218625
UwKcjAHIdJQ,1136,1,1,0,4.0833335,52400,1626327,6875,289,4535,7727,4073,4221,3090,23,27,21,12,10,-1,2,0,-1,0,6985,292,1652893
e-oYbFYPAlw,399,3,14,19,120.53333,1710000,86528,813,77,28,36,29,9,13,0,0,0,0,0,0,0,0,0,0,813,77,86657
AO5PheA0LWE,468,0,0,0,84.166664,0,25513,199,14,10,4,0,1,2,0,0,0,0,0,0,0,0,0,0,199,14,25540
T0q-Ms574R4,19,2,15,13,65.86667,393000,13308,69,2,1409,1862,1296,625,1098,6,7,7,10,5,0,0,0,0,0,107,2,20060
vuFACvH-Bmc,13,3,50,21,65.75,100000,14408,239,24,214,434,75,90,16,3,5,2,1,1,0,0,0,0,0,251,24,15311
hjyGCeT-5hI,275,0,0,0,3.1333334,297000,26467,758,60,21,25,8,7,5,1,0,0,0,0,0,0,0,0,0,761,60,26555
Vh6CAnbXFmM,1861,0,0,0,3.0666666,52400,146056,178,2,555,927,440,336,267,1,2,3,0,0,0,0,0,0,0,185,2,148778
gY9o0rsSOYY,3654,0,1,0,1.5,8220000,73913,568,81,7,6,0,1,1,1,0,0,0,0,0,0,0,0,0,570,81,73934
EqkFlZaSLx8,393,2,52,20,77.05,100000,32309,294,19,8,17,5,7,10,0,0,0,0,0,0,0,0,0,0,294,19,32360
ArMj6lMXkCA,20,3,17,13,71.36667,393000,665,27,1,15,9,10,6,3,0,0,0,0,0,0,0,0,0,0,27,1,717
01dJKhJxeXg,50,3,18,21,232.21666,0,144229,1087,27,572,539,324,186,194,1,-1,2,0,1,0,0,0,0,0,1091,27,146268
AEolnU31RhE,1243,0,0,0,1.75,37500000,299922936,1160449,0,160251,162396,45444,55788,44198,440,477,139,201,142,0,0,0,0,0,1162250,0,300538492
ABTCrDso8lQ,400,1,6,6,3.2,1710000,46292,330,35,222,226,65,93,62,0,0,0,0,0,0,0,0,0,0,332,35,47066
JP50K5mo_PY,61,2,49,21,58.3,100000,27544,348,5,42,31,14,9,3,1,0,1,0,0,0,0,0,0,0,349,5,27653
hc0n2nh5umk,55,0,0,0,38.033333,0,25784,422,11,66,69,17,25,9,0,2,1,1,0,0,0,0,0,0,428,11,26011
uiTYiSCKzBQ,1854,0,0,0,210.83333,3410000,2351760,8115,153,1130,826,236,276,121,4,1,1,1,1,0,0,0,0,0,8124,153,2354948
zb9Gcpo1Cu4,749,1,11,17,91.71667,1710000,57254,374,27,628,730,249,222,114,2,3,1,0,0,0,0,0,0,0,380,27,59366
_gxgrAqxPcI,1851,0,0,0,3.1,52400,210882,1022,36,374,510,419,215,255,2,4,2,4,1,0,0,0,0,0,1036,36,212911
WkfMYXKAW3k,4,0,0,0,0.0,149000,22253,165,0,50553,18049,9105,8033,5661,229,70,30,39,21,0,0,0,0,0,633,0,126603
wLUrcUyQKY8,1164,1,6,16,2.2333333,1710000,926176,3223,180,4501,5221,1964,2493,1047,22,18,8,8,-1,1,0,0,0,1,3287,182,943248
XQzNVewXdWY,529,0,0,0,0.5,8220000,69924,6203,731,6,3,5,2,3,0,0,0,0,0,0,0,0,0,0,6204,731,69948
lLmF2VPC8tA,1179,0,0,0,247.61667,3410000,143767,1092,41,2,6,2,1,1,0,0,0,0,0,0,0,0,0,0,1091,41,143782
EJsDeLdLFY0,1907,1,0,0,4.366667,52400,120594,309,27,332,529,280,186,179,2,5,2,3,2,1,0,0,0,1,325,29,122306
