date,sum_view,max_view,avg_view,avg_like,avg_comment
12-23,33113616,1262016,8880.025744167337,53.12751138494509,1.011251004553978
12-24_noon,41263824,1990379,11065.654062751408,58.41146530940262,1.0999196356817573
12-24_night,15637899,719716,4193.5905068382945,22.445754085186177,0.5802303777122957
12-25_noon,17867016,956006,4791.3692679002415,26.547548888293598,0.5850522368068578
12-25_night,9934810,471255,2664.20219898096,11.548352531476025,0.2949370479507099
