video_id,view_22,like_22,subscriber_count,comment_22,view_23,like_23,comment_23,view_24,like_24,comment_24,view_24_23,like_24_23,comment_24_23,view_25_9,like_25_9,comment_25_9,view_25_17,like_25_17,comment_25_17,view_26,like_26,comment_26
Cst2_-DEp_c,188714,1068,1710000,76,189647,1077,77,190536,1084,77,190817,1087,77,191146,1087,77,191335,1086,78,191705,1088,77
GHUAhyVdyoM,6326991,9794,37500000,0,6333111,9815,0,6339788,9836,0,6342069,9841,0,6345828,9863,0,6348246,9867,0,6356673,9905,0
kuKeHi3D7bE,15392,121,0,10,15420,122,10,15442,122,10,15444,122,10,15449,122,10,15452,122,10,15472,122,10
Tyk9_qSBHb0,5136,64,393000,0,5136,64,0,5136,64,0,5136,64,0,5136,64,0,5136,64,0,5137,64,0
XRW3UtFWOhE,250,6,52400,0,251,6,0,259,6,0,265,6,0,266,6,0,266,6,0,266,6,0
Kq_VjMAoDvw,451976,1426,0,42,462172,1438,44,471224,1452,44,474045,1455,45,478209,1459,45,480413,1463,45,486516,1470,45
EDj49Lm2ksc,33387,544,0,6,33850,546,6,34193,546,6,34294,546,6,34463,547,6,34602,547,6,34796,547,6
7lMRe3RVvM8,3836,58,393000,1,3836,58,1,3839,58,1,3839,58,1,3838,58,1,3838,58,1,3838,58,1
db6wqs_uyG8,38607,520,0,8,38937,527,8,39502,530,8,39649,531,8,39855,534,8,39900,535,8,40155,538,8
37jWBZ-oUBk,74921,277,52400,12,75148,278,12,75473,281,12,75672,287,12,75906,290,12,76076,291,12,76253,297,12
yTb16jZu9Y8,15809,119,27300,10,15837,119,10,15856,120,10,15871,121,10,15878,121,10,15886,120,10,15890,120,10
QxauJg9UKDA,53224,1064,0,22,53533,1067,22,53729,1066,22,53787,1068,22,53896,1069,22,53961,1071,22,54274,1072,22
KaHm8xRkZV0,99876,361,0,23,105037,371,23,109542,387,24,110818,390,24,112318,391,24,113043,397,24,114431,401,24
b2Xflj3mcDc,414704,2317,1710000,97,415640,2323,98,416762,2336,99,417242,2342,99,417818,2346,100,418068,2346,100,418521,2350,100
mDluHt4_IRM,2715340,7658,1710000,579,2721628,7690,580,2729964,7734,581,2734041,7755,583,2738365,7784,586,2740582,7794,586,2743138,7806,586
44S1Of9dwPM,43213,776,3210000,76,43224,776,76,43236,776,76,43239,776,76,43242,776,76,43245,776,76,43251,776,76
dL8m1-hFgLQ,667,26,393000,0,667,26,0,667,26,0,667,26,0,667,26,0,667,26,0,667,26,0
sFWG3bNN6FQ,4243774,37407,50700000,1640,4248453,37621,1640,4253524,37809,1640,4254985,37873,1640,4257187,37959,1640,4259217,38030,1641,4263896,38228,1642
MnVH2drz4iE,165906,1116,0,17,169017,1140,17,173746,1161,17,174523,1162,17,177027,1173,17,178004,1174,17,179987,1178,17
qWIHuOs9Uy8,1917,33,393000,1,1982,33,1,2057,34,1,2099,34,1,2134,35,1,2167,35,1,2190,35,1
ptRV62RwP7c,1604,16,0,2,1604,16,2,1605,16,2,1605,16,2,1605,16,2,1605,16,2,1605,16,2
lfqi418iIq4,539227,4664,3410000,98,539375,4664,98,539615,4664,98,539696,4664,98,539832,4664,98,539869,4664,98,539933,4664,98
TPUyrKhMwuo,543,20,393000,2,546,20,2,546,20,2,546,20,2,546,20,2,546,20,2,547,20,2
6jw8g1MJZuc,24603,218,100000,6,24607,218,6,24615,218,6,24618,218,6,24621,219,6,24622,218,6,24622,218,6
1Z3cGRDotQM,899,48,393000,1,900,48,1,900,48,1,900,48,1,901,48,1,901,48,1,901,48,1
azuSxl9sHmc,376479,2829,413000,56,377258,2846,56,377890,2855,56,378246,2860,56,378439,2860,56,378721,2864,56,379387,2878,57
5EQwy9y4bw0,167439,1115,3410000,33,168485,1124,33,169095,1127,33,169445,1130,33,169650,1132,33,169691,1132,33,170001,1133,33
4h8fjGDtkFs,39273,255,393000,4,39514,255,4,39798,256,4,39960,256,4,40069,257,4,40154,257,4,40226,258,4
51wdT-u12XE,84978,536,1710000,33,85034,536,32,85108,536,32,85130,536,32,85145,536,32,85154,536,32,85173,536,32
Y4XoVnyiL8Q,13900204,0,37500000,0,13917595,0,0,13935080,0,0,13939216,0,0,13945042,0,0,13948216,0,0,13964896,0,0
AO5PheA0LWE,25513,199,0,14,25523,199,14,25527,199,14,25527,199,14,25528,199,14,25530,199,14,25540,199,14
RlYKO317Njo,16512,95,413000,8,16587,95,8,16631,95,8,16672,96,8,16696,97,8,16706,97,8,16717,97,8
8jQksuPioYc,84203,787,100000,61,84264,787,61,84347,787,61,84380,788,61,84410,788,61,84419,788,61,84450,788,61
7F_-lYM0y5o,334651,1773,1710000,88,338369,1799,93,342529,1819,93,344433,1827,94,347107,1837,94,348509,1838,94,350252,1851,95
XHxjc0z3Bo8,38113,84,100000,1,38116,84,1,38117,84,1,38118,84,1,38119,84,1,38122,84,1,38122,84,1
2i6uYH2wfqo,216794769,0,37500000,0,216838487,0,0,216892142,0,0,216906092,0,0,216925903,0,0,216940788,0,0,216982933,0,0
Y5R6w7USWuQ,3332,17,52400,2,3338,17,2,3348,17,2,3354,17,2,3359,17,2,3361,17,2,3365,17,2
HP-MbfHFUqs,2413919051,0,37500000,0,2414035441,0,0,2414129237,0,0,2414158673,0,0,2414200422,0,0,2414224934,0,0,2414293545,0,0
P_kRTqaD8Mc,2522614,54392,50700000,1403,2534535,54489,1403,2546606,54555,1403,2550090,54583,1402,2555136,54622,1402,2558645,54650,1402,2567607,54723,1404
SC-YwmWoTAg,357631,1371,37500000,0,366236,1407,0,374875,1428,0,377200,1439,0,379883,1447,0,381815,1451,0,387590,1467,0
A7_eunyivPE,1866,26,0,5,1868,26,5,1871,26,5,1872,26,5,1873,26,5,1873,26,5,1876,26,5
QuYs1NjxZO0,11834,191,100000,15,11844,191,15,11867,191,15,11873,192,15,11876,192,15,11876,192,15,11884,192,15
UA_Y7FK-v20,19863,185,100000,13,19864,185,13,19865,185,13,19865,185,13,19865,185,13,19865,185,13,19865,185,13
IejzyigTSyw,10856,447,1710000,38,10942,451,38,11046,457,38,11072,458,38,11153,459,38,11177,459,38,11220,459,38
_cw1uLVSl1Y,35268667,550188,3210000,12591,35280068,550384,12601,35292129,550538,12602,35298086,550589,12603,35302607,550670,12604,35307847,550743,12603,35316378,550874,12602
hcUVVHuiFZ8,99084,618,413000,23,100453,621,23,101591,625,23,102310,627,23,102900,628,23,103348,630,23,103713,631,24
VRIj8w397ro,685,17,393000,2,685,17,2,685,17,2,685,17,2,685,17,2,686,17,2,686,17,2
gjXcXOLUFDw,58051,780,3410000,25,58055,780,25,58055,780,25,58055,780,25,58055,780,25,58056,780,25,58057,780,25
VcxBKEd2UaE,112283,3949,8220000,267,115377,3991,271,122554,4041,273,126181,4055,274,128845,4091,274,130619,4105,274,132779,4132,275
_EzDUBT_Ocw,2783092,10318,1710000,833,2792088,10377,831,2804377,10443,834,2810090,10459,833,2814219,10469,834,2817040,10481,834,2820360,10497,834
-yc3yoWQSKI,26189,92,0,2,26320,92,2,26444,94,2,26489,95,2,26526,95,2,26539,95,2,26508,96,2
ldr9kxVKWjo,18558,146,0,33,18714,147,33,18814,147,33,18844,148,33,18885,148,33,18928,148,33,18979,148,33
PlvMfTNOCzc,2070714,6649,37500000,0,2072483,6653,0,2074575,6660,0,2075044,6664,0,2076129,6665,0,2076520,6667,0,2078195,6673,0
zQLdqnICsS8,6175663,30229,1710000,580,6206543,30450,580,6244436,30712,580,6262772,30817,580,6277059,30907,580,6285981,30958,580,6297913,31054,580
UAWcs5H-qgQ,352844217,1616512,50700000,75499,352884105,1616761,75502,352923681,1616969,75507,352938675,1617038,75508,352954205,1617110,75512,352968114,1617179,75513,352998434,1617358,75528
lGOaAD5QerM,860512,5875,100000,211,863650,5898,211,868821,5917,211,869815,5921,212,872000,5937,212,872536,5939,213,873903,5945,215
QEIQT0RL-tc,112646,1298,3410000,28,112698,1298,28,112753,1298,28,112774,1298,28,112791,1298,28,112798,1298,28,112846,1298,28
y2Htw8nRuTk,982875,4131,3210000,173,983044,4134,173,983277,4134,173,983437,4139,173,983597,4143,173,983657,4147,173,983815,4151,173
Ls3IT1ibFlA,57685,1130,297000,98,57725,1130,98,57768,1130,99,57779,1130,99,57790,1130,99,57799,1130,99,57821,1131,99
SrnJ2HgSgQY,46164,209,0,20,77714,301,22,98989,341,19,104771,346,19,109731,361,19,111689,365,19,114440,372,18
eMVZ5fUFgzY,352017,810,1710000,0,352218,811,0,352407,812,0,352455,812,0,352501,812,0,352564,812,0,352676,812,0
MOrROmn9Z4k,5008295,18570,3210000,702,5008434,18571,702,5008594,18572,702,5008659,18572,702,5008720,18573,702,5008759,18573,702,5008832,18574,702
wLHwJ579Klo,28502,80,1710000,3,28565,81,3,28615,82,3,28632,82,3,28650,82,3,28666,82,3,28679,82,3
puuu0Xly2_o,205992,604,37500000,0,206689,604,0,207217,604,0,207437,605,0,207590,606,0,207825,606,0,208268,606,0
LaQtDc3CW4A,96931,865,3410000,26,96932,865,26,96932,865,26,96932,865,26,96933,865,26,96933,865,26,96933,865,26
8BLrAfPyBhs,87956,1369,8220000,92,87962,1369,92,87971,1369,92,87973,1369,92,87974,1369,92,87977,1369,92,87987,1371,92
RcM_-tVpEqY,1582,46,393000,2,1602,46,2,1616,46,2,1626,46,2,1633,46,2,1638,46,2,1643,46,2
fZNsBa7Wr7c,3128407,14622,3410000,357,3129258,14625,359,3130010,14626,358,3130243,14627,358,3130543,14628,358,3130671,14628,358,3131306,14630,358
_9VQ6f3jzEw,493249,6500,52400,309,493654,6504,309,494267,6513,310,494627,6516,310,494879,6519,310,495171,6521,310,495542,6526,310
Ierd6skWrmQ,58848,310,413000,15,58850,310,15,58852,310,15,58854,310,15,58854,310,15,58855,310,15,58855,310,15
ypzMrsTtthc,11820,280,149000,10,455183,3545,167,563724,4387,223,587037,4681,230,610321,4875,237,620923,4918,237,638525,5015,239
ypzMrsTtthc,13572,324,149000,11,455183,3545,167,563724,4387,223,587037,4681,230,610321,4875,237,620923,4918,237,638525,5015,239
1AJmKkU5POA,152067096,662097,3210000,42528,152097257,662302,42534,152129716,662488,42535,152145410,662568,42536,152159145,662647,42537,152169781,662717,42538,152191616,662882,42542
Qik9yn3o5bM,532972,1598,37500000,0,533347,1598,0,533708,1598,0,533848,1599,0,533938,1600,0,534030,1600,0,534261,1601,0
zMNS-ZoPtX8,103217,761,3410000,12,103724,763,12,104183,764,12,104364,764,12,104510,764,12,104593,766,12,104933,767,12
4AikFwP39Eg,19892,119,413000,21,19909,119,21,19927,120,21,19947,120,21,19956,120,21,19966,120,21,19972,120,21
snTUz8isfF0,61390,1005,8220000,64,61401,1007,64,61415,1007,64,61422,1007,64,61433,1007,64,61437,1007,64,61444,1008,64
CK-rTJ5VOB4,448,12,393000,1,448,12,1,448,12,1,448,12,1,448,12,1,448,12,1,449,12,1
T4FXxpg-aR8,69957,222,1710000,0,69969,222,0,69979,222,0,69980,222,0,69988,222,0,69991,222,0,69994,222,0
Fe4KFXx96Nw,363494,4182,297000,195,363735,4183,195,363971,4189,195,364044,4192,195,364130,4194,195,364208,4193,195,364406,4196,195
e01JEX_2zeQ,37640,656,1710000,22,39414,723,22,41621,783,22,42707,816,22,43906,856,23,44393,873,23,45148,892,23
8Lr9zUn8Gn8,1167376,7832,3410000,200,1174468,7873,201,1190060,7954,202,1196390,7983,203,1202846,8009,203,1206576,8019,204,1211173,8044,205
Q4LncIkxER8,325,4,100000,0,325,4,0,326,4,0,326,4,0,326,4,0,327,4,0,327,4,0
QmA7l44u-34,424916,1856,3410000,64,424948,1856,64,424996,1856,64,425009,1857,64,425016,1857,64,425025,1857,64,425059,1858,64
msS1pS1Hdkc,6649071,12642,37500000,0,6652811,12654,0,6655871,12658,0,6656973,12660,0,6657933,12663,0,6658678,12663,0,6660272,12666,0
OtJieU7YOc0,40,2,0,1,41,2,1,42,2,1,42,2,1,44,2,1,44,2,1,46,2,1
udFL--IVlG0,69957,72,52400,3,70408,73,3,71308,73,3,71916,73,3,72539,73,3,72953,73,3,73173,73,3
TYPu5Gqpnc4,28562,165,0,8,29364,165,8,30737,169,8,31010,171,8,31681,172,8,31906,172,8,32239,172,8
CmMSb49hp-4,28874,337,100000,22,28880,337,22,28889,337,22,28891,337,22,28894,337,22,28895,337,22,28900,337,22
X05uWhB9Zhc,31871,249,52400,5,32099,250,5,32625,258,5,32861,259,5,33180,264,5,33465,268,5,33851,272,5
_F91d5YE7_k,21875,315,100000,25,21881,315,25,21891,315,25,21893,315,25,21896,315,25,21897,315,25,21899,315,25
Sm7wwF9OX0g,43654,429,297000,35,43664,429,35,43673,429,35,43676,429,35,43679,429,35,43681,429,35,43687,429,35
Ph_WFmWAvok,10603,31,100000,0,10603,31,0,10603,31,0,10603,31,0,10603,31,0,10603,31,0,10603,31,0
wlZtc9U8u10,74085,769,3210000,528,74085,769,528,74085,769,528,74085,769,528,74085,769,528,74085,769,528,74086,769,528
OhppYZBQlh8,298813,5823,3410000,50,298832,5823,50,298849,5822,50,298861,5822,50,298888,5821,50,298896,5821,50,298912,5820,50
Suy_dHz8Ojg,3073882,12239,3410000,305,3076329,12258,305,3078003,12270,305,3078737,12276,305,3079279,12282,305,3079593,12284,305,3080731,12287,305
odkNnRyn-08,357024,1040,1710000,63,357241,1043,65,357382,1043,65,357426,1044,65,357497,1044,65,357520,1044,65,357555,1044,65
odkNnRyn-08,357024,1040,1710000,63,357241,1043,65,357382,1043,65,357426,1044,65,357497,1044,65,357520,1044,65,357555,1044,65
anOltVpamJ8,255651,5569,50700000,149,255672,5569,149,255703,5568,149,255708,5569,149,255717,5569,149,255721,5569,149,255744,5570,149
0syzuqalBAE,203117,560,52400,7,204013,567,7,205468,570,7,206256,570,7,206897,571,7,207403,572,7,207807,572,7
bsa-syzNBtU,1037,54,393000,2,1038,54,2,1038,54,2,1038,54,2,1038,54,2,1038,54,2,1038,54,2
J1G8Uwl33Ss,65226,2565,3210000,72,65404,2569,72,65569,2574,73,65641,2576,73,65699,2578,73,65746,2581,73,65845,2586,73
mLa18rV5GwE,251294,17548,3210000,1405,251295,17548,1405,251296,17548,1405,251298,17548,1405,251299,17548,1405,251301,17547,1405,251304,17547,1405
aQObjqQ55OI,1078024,5451,1710000,251,1087366,5515,253,1098512,5590,254,1103159,5630,256,1107424,5661,258,1110858,5678,259,1117814,5721,255
LeONrNHcwe4,51477,360,52400,35,52159,362,35,53310,362,35,53883,362,35,54347,363,35,54654,364,35,54981,366,35
MKWqzn4PIfY,162087,729,413000,81,162298,730,81,162510,730,81,162647,731,81,162739,731,81,162812,731,81,162855,731,81
5hj0LZhlvCA,52656,888,0,9,53260,892,9,53710,892,9,53813,893,9,53995,894,9,54099,894,9,54269,894,9
xhjvHCsig3g,6678103,22196,1710000,1179,6720710,22364,1187,6775663,22611,1194,6802203,22716,1196,6830403,22839,1197,6845180,22878,1199,6863893,22951,1200
fwL2MkNvDpI,622,7,100000,0,622,7,0,622,7,0,622,7,0,622,7,0,622,7,0,622,7,0
ILQvhY1fsig,6327376,12018,37500000,0,6332819,12018,0,6336595,12027,0,6338051,12027,0,6339625,12034,0,6341133,12036,0,6343019,12037,0
asDgLQZhcpY,1910394,8253,3410000,118,1910468,8252,118,1910530,8253,118,1910555,8254,118,1910590,8254,118,1910605,8254,118,1910675,8253,118
J_DPMj4Sukk,645569,3815,27300,70,646388,3813,70,647261,3819,72,647527,3820,70,647858,3821,72,648020,3820,72,648203,3820,72
ZlObJAlSi78,1408081,22790,8220000,2339,1408323,22801,2339,1408541,22807,2339,1408637,22806,2339,1408727,22808,2339,1408815,22809,2339,1409014,22810,2338
0gXqvwaR4OU,4136320,28091,3210000,788,4139488,28110,788,4142562,28131,788,4143744,28138,788,4145030,28149,788,4145891,28152,788,4147942,28169,788
xVNbuktWusU,1319585,0,37500000,0,1321051,0,0,1322270,0,0,1322954,0,0,1323273,0,0,1323827,0,0,1324797,0,0
IRMjIIh0rTA,2316882,13351,413000,905,2317388,13351,905,2318125,13354,905,2318509,13357,905,2318769,13358,905,2318929,13358,905,2319096,13357,905
TdeZGwozMks,838,18,100000,3,838,18,3,838,18,3,838,18,3,838,18,3,838,18,3,838,18,3
G7E5TLlTttE,493,23,393000,2,493,23,2,493,23,2,493,23,2,493,23,2,493,23,2,494,23,2
6buFCTGCaSE,522001,4906,393000,188,522999,4914,188,523888,4916,188,524441,4923,188,524776,4927,188,525170,4928,188,525937,4932,188
mUvtnbj71VU,5878,38,100000,1,5878,38,1,5878,38,1,5878,38,1,5878,38,1,5878,38,1,5878,38,1
BcWGFWbM0zU,983,31,393000,4,989,31,4,1002,31,4,1009,31,4,1018,31,4,1023,31,4,1027,31,4
OFzKCuI4PXY,10426287,0,37500000,0,10430564,0,0,10433905,0,0,10435240,0,0,10436331,0,0,10437479,0,0,10440425,0,0
8aGMEq9otvs,171602,818,0,17,178081,844,18,184870,858,18,186184,858,18,188607,866,19,190058,869,19,194326,877,19
oBepXP2yOiQ,29205,442,100000,14,29413,447,14,29660,450,14,29772,454,14,29876,455,14,29907,455,14,30049,455,14
b1nPMpQuYgk,46916,1184,297000,111,47189,1191,111,47349,1193,111,47415,1193,111,47470,1193,111,47541,1194,111,47654,1195,111
q4noC6Pbkno,747935,33738,50700000,1773,748221,33744,1773,748520,33750,1775,748615,33752,1775,748705,33753,1775,748778,33753,1775,748977,33758,1774
vsG19ebz4zs,6754,27,0,1,6762,27,1,6768,27,1,6768,27,1,6768,27,1,6768,27,1,6769,27,1
pUaodyECClY,4495,48,52400,4,4525,48,4,4556,48,4,4591,49,4,4594,49,4,4605,49,4,4615,49,4
GJhgoqIsZmM,116311,768,3410000,25,116326,768,25,116336,768,25,116341,768,25,116350,768,25,116357,768,25,116390,768,25
KWIpGA4LHFU,10795,69,393000,5,10796,69,5,10797,69,5,10798,69,5,10798,69,5,10799,69,5,10800,69,5
t6ybwa8CleU,6989,68,52400,3,7050,68,3,7117,68,3,7146,68,3,7175,68,3,7206,68,3,7248,69,3
VwyqOdRy_JQ,18424,335,0,4,18500,335,4,18577,338,4,18596,338,4,18645,338,4,18658,338,4,18745,340,4
T7uFgIhNs8s,68498,445,8220000,75,68501,445,75,68505,445,75,68505,445,75,68505,445,75,68505,445,75,68507,445,75
_IlZu9X9W_k,1673278,88425,8220000,15234,1675425,88479,15238,1677953,88528,15239,1679163,88556,15239,1680095,88588,15239,1680890,88609,15240,1682189,88640,15244
-iZGh91-v7Y,11959176,23187,3210000,762,12046700,23353,762,12212198,23631,767,12297007,23743,769,12368270,23837,770,12405323,23886,772,12437158,23945,773
Clsg_CkwrrY,786334,3975,37500000,0,795609,4008,0,806059,4053,0,808911,4060,0,813844,4079,0,816488,4085,0,825725,4126,0
FszxumBSExs,24589,1407,3210000,38,24806,1415,38,24999,1422,38,25082,1422,38,25150,1424,38,25201,1424,38,25314,1427,38
6venN3Vu0A8,48784,158,1710000,13,48873,158,13,48953,158,13,48995,159,13,49033,159,13,49062,159,13,49091,159,13
EqgNNXWxc_w,40386,548,100000,23,40451,550,23,40515,550,23,40531,550,23,40548,550,23,40557,550,23,40609,550,23
cUKIB5bjxww,32255,548,100000,20,33034,556,23,34137,574,24,34841,580,24,35072,581,24,35156,584,24,35457,588,24
wExeSIf11kM,42843,750,297000,47,42924,750,47,42988,751,47,43003,750,47,43035,750,47,43056,750,47,43109,750,47
HCvEmk3szvc,22752593,0,37500000,0,22765525,0,0,22777232,0,0,22781849,0,0,22785812,0,0,22789908,0,0,22800604,0,0
EScEOV8xg5M,140551,436,1710000,21,141237,437,21,142264,439,21,142745,440,21,143443,441,21,143562,441,21,143920,442,21
NVf0iOcdfvA,612655,1265,37500000,0,614184,1267,0,615456,1272,0,615994,1273,0,616510,1274,0,617015,1275,0,618057,1274,0
Q-TruMukq34,14325,118,393000,5,14337,118,5,14346,118,5,14351,118,5,14356,118,5,14361,118,5,14368,118,5
spmgC8yD0eU,103270,728,413000,33,106587,744,33,109212,762,34,110128,769,34,110862,773,34,111281,775,34,111824,779,35
etPXwiM009c,15133,165,100000,4,15136,165,4,15139,165,4,15141,165,4,15142,166,4,15144,166,4,15143,166,4
X9bYmY3inJA,18515677,36792,37500000,0,18523179,36797,0,18527867,36801,0,18529850,36804,0,18531947,36804,0,18533723,36808,0,18537298,36815,0
e-oYbFYPAlw,86528,813,1710000,77,86556,813,77,86592,813,77,86621,813,77,86630,813,77,86643,813,77,86657,813,77
817P8W8-mGE,226279654,1961023,50700000,70867,226295752,1961147,70864,226313202,1961249,70862,226319317,1961284,70862,226326254,1961320,70857,226331981,1961358,70857,226344820,1961446,70851
rAz8U7_ijnw,45180,205,0,7,48264,210,8,50998,216,8,51557,218,8,52559,219,8,53066,219,8,54065,221,8
8PlUJ0pt1Mc,72743,592,1710000,37,73980,592,37,75332,594,37,75932,594,37,76416,596,37,76669,598,37,76956,598,37
uUDH3S0RrUY,55417906,188812,37500000,0,55439686,188861,0,55461320,188911,0,55466782,188923,0,55477825,188948,0,55485889,188966,0,55506527,189007,0
yS2WbAWeWhc,410744,1428,1710000,95,411238,1433,95,411744,1438,95,411932,1438,95,412074,1438,95,412162,1438,95,412384,1440,95
Dmxv6jaaHDU,18348,187,1710000,21,18367,187,21,18387,187,21,18393,187,21,18398,187,21,18399,187,21,18404,188,21
gISJ-BwP8nY,209965,1125,8220000,112,209972,1125,112,209976,1125,112,209982,1125,112,209984,1125,112,209985,1125,112,209988,1125,112
BhNayDqfOyo,942803,28716,50700000,3224,942817,28716,3224,942823,28715,3224,942829,28715,3224,942837,28715,3224,942839,28715,3224,942847,28715,3224
w34oaVD1eFg,157767,3246,3410000,41,157829,3246,41,157886,3246,41,157902,3246,41,157917,3246,41,157929,3246,41,157967,3247,41
puuu0Xly2_o,205992,604,37500000,0,206689,604,0,207217,604,0,207437,605,0,207590,606,0,207825,606,0,208268,606,0
87e_VY_PmAY,73196,912,3410000,53,73224,913,53,73236,914,53,73244,914,53,73242,914,53,73248,914,53,73262,914,53
jSj9hkI4ZKU,246491,1228,3410000,27,249186,1240,27,251145,1243,27,251672,1246,27,252282,1248,27,252495,1249,27,253511,1251,27
JF_RdxFMjik,56617456,126920,37500000,0,56629374,126934,0,56638915,126944,0,56642651,126957,0,56646575,126959,0,56650447,126968,0,56659466,126978,0
_xLccxmS2no,3046,43,0,1,3062,43,1,3070,43,1,3071,43,1,3077,43,1,3077,43,1,3082,43,1
w_MKJ7Y81xg,23270,199,0,20,23665,204,20,24046,205,20,24131,207,20,24297,210,20,24383,210,20,24614,211,20
U7qH1NYF1vo,138175,1843,3410000,56,138206,1844,56,138249,1844,56,138268,1844,56,138285,1844,56,138292,1844,56,138302,1844,56
V-30A58fbMg,3000,18,100000,1,3001,18,1,3002,18,1,3002,18,1,3002,18,1,3003,18,1,3003,18,1
VbTLfz8s8oA,1342993,0,37500000,0,1344461,0,0,1345629,0,0,1346334,0,0,1346731,0,0,1347305,0,0,1348484,0,0
63JM76t_WVw,60106,358,1710000,18,60112,358,18,60128,358,18,60136,358,18,60156,358,18,60156,358,18,60173,358,18
vuFACvH-Bmc,14408,239,100000,24,14622,242,24,15056,247,24,15131,249,24,15221,250,24,15237,251,24,15311,251,24
MHS4bnSwlNM,33977,434,100000,20,34150,435,20,34311,435,20,34385,437,20,34454,437,20,34477,437,20,34581,437,20
jdsk3NNqBZ8,395233,857,52400,44,395626,859,44,396223,863,44,396426,863,44,396723,863,44,396906,864,44,397129,866,44
10hq_NLfxt8,178521,765,413000,34,201363,925,34,222642,981,37,232642,1011,39,241452,1034,40,248387,1048,41,252435,1060,41
iE2NXNL_JO4,1584,55,393000,3,1584,55,3,1584,55,3,1584,55,3,1584,55,3,1584,55,3,1584,55,3
1LfuBZqXa-4,3250368,44266,3210000,913,3358730,44681,920,3520229,45124,936,3585529,45280,937,3647138,45451,939,3684161,45556,939,3724543,45693,940
bKqCcFfh3_g,88186,182,52400,6,89418,182,6,92534,184,6,94777,186,6,95707,189,6,96531,190,6,97123,192,6
xqooC4ZG75Y,11344073,47234,1710000,2536,11387966,47558,2540,11451229,47946,2547,11477566,48150,2552,11505953,48335,2555,11517788,48394,2558,11537055,48508,2561
dgDVjwmQk04,710348,2964,1710000,164,711357,2967,164,712491,2971,164,713299,2974,164,714153,2977,164,714835,2980,164,715917,2993,164
iJGn8OxExCA,83688,1436,149000,32,142824,1689,45,168697,1901,49,175311,1961,51,185265,2052,55,190690,2062,56,194794,2077,56
iJGn8OxExCA,87268,1441,149000,33,142824,1689,45,168697,1901,49,175311,1961,51,185265,2052,55,190690,2062,56,194794,2077,56
ybaC-VHN1MA,76860,328,52400,18,76995,330,18,77220,331,18,77351,331,18,77469,331,18,77614,331,18,77700,331,18
em-1E3I8imc,3031767,65724,50700000,2064,3032033,65728,2064,3032307,65730,2064,3032407,65730,2064,3032503,65729,2064,3032586,65729,2064,3032784,65734,2064
l0veDovJ7Sk,53691,209,0,3,58591,222,3,67717,254,3,69201,256,3,71044,262,3,72249,265,3,74452,271,3
PyNyE3ipfg0,8201,145,100000,12,8209,145,12,8217,145,12,8220,145,12,8223,145,12,8224,145,12,8226,145,12
H-j57M4JSQ4,2002582,61875,50700000,2071,2082968,62735,2079,2200275,63928,2098,2236461,64349,2107,2296003,64890,2115,2323908,65127,2120,2363669,65611,2131
p1rHM5KvJLU,99780,495,0,12,101137,498,12,102033,503,13,102159,504,13,102483,504,13,102669,504,13,102991,506,13
Qtjqhm3KUsY,2020,30,0,6,2031,30,6,2041,30,6,2042,30,6,2042,30,6,2043,30,6,2055,31,6
eOgADSVFUxo,408177,1573,1710000,117,409399,1577,117,411006,1590,117,411706,1590,117,412378,1595,117,412771,1598,117,413269,1605,117
F0bVW-CkX-Q,451,2,100000,0,452,2,0,452,2,0,452,2,0,452,2,0,452,2,0,452,2,0
NTxtAjeu8-4,4197239,4051,52400,103,4218402,4080,103,4261880,4106,103,4278656,4122,103,4300858,4142,103,4311597,4149,103,4319834,4155,103
gbcGk-xYG_M,1631895,32169,50700000,653,1644178,32240,654,1654691,32277,655,1657502,32290,655,1661821,32325,655,1664743,32341,655,1672219,32403,656
JnOLam2AwXY,13255244,22477,3210000,1838,13374211,22613,1841,13604220,22782,1842,13715663,22860,1846,13798889,22927,1847,13843331,22969,1848,13883706,23001,1827
HzC4DJahS4E,226019,1201,1710000,18,227488,1214,18,228902,1226,18,229327,1230,18,229864,1235,18,230063,1235,18,230478,1237,18
41t58jnmaUo,156,7,0,1,156,7,1,157,7,1,158,7,1,158,7,1,158,7,1,159,7,1
7UguIo6P1sI,19713,16,1710000,0,19715,16,0,19715,16,0,19718,16,0,19718,16,0,19719,16,0,19721,16,0
201rw4mDLg8,7779,400,1320000,17,9107,450,18,10422,483,19,10938,494,21,11482,508,21,11876,517,22,12527,532,23
PKXSALP50Qo,6508,24,52400,0,6527,23,0,6542,23,0,6559,23,0,6568,23,0,6573,23,0,6583,23,0
XzhesUdAPNo,38130987,0,37500000,0,38139025,0,0,38146256,0,0,38149041,0,0,38151480,0,0,38153860,0,0,38160656,0,0
So-7cIPX2cI,218614,1332,3210000,188,218617,1332,188,218620,1332,188,218621,1332,188,218621,1332,188,218623,1332,188,218625,1332,188
OLaBRgj2-SI,630749,1771,37500000,0,631201,1772,0,631666,1772,0,631836,1772,0,632017,1772,0,632187,1772,0,632529,1772,0
2T2lI7tdu4k,6910,50,100000,6,6910,50,6,6910,50,6,6910,50,6,6910,50,6,6910,50,6,6910,50,6
2PRtbxhKf7o,50938,5208,3210000,187,51534,5251,188,52092,5295,189,52298,5307,189,52470,5323,189,52610,5329,189,52863,5347,190
CTC36Ql0wwo,135843,200,52400,9,138012,201,9,143086,206,10,146544,211,10,148301,213,10,149728,215,10,150813,216,10
